1940s	decênio/década
gueixa	mulher
guen	seqüência/sequência
guerra	inimizade/hostilidade/combate/batalha
guerreiro	alguém/indivíduo/alma/pessoa
guerrilha	guerreiro
guerrilheiro	guerreiro
gueto	bairro
guetos	bairro
guia	aresta/líder/regulamento/norma/chefe/lei/regra
guidom	barra
guidon	barra
guidão	barra
guilda	associação/sociedade/união/organização/ordem
guincho	camiões/caminhão/camião/camiões
guinéu	divisa/peça/moeda/prata
guisado	prato
guisados	prato
guitarra	violão
gumbo	sopa
guri	homem
gurkha	soldado/militar
guru	líder/chefe
gusa	ferro
gálio	metal/metais
gárgula	adorno/ornato/ornamento/decoração
gás	líqüido/fluido/infra-estrutura/instalação
gástrula	embriões/embrião
gávea	palanque/tablado/tribuna
gângster	fora-da-lei/malfeitor/criminoso/bandido
géiser	nascente
género	categoria/família/classe
génio	espírito/alma/fantasma
gêiser	nascente
gêmeos	alguém/indivíduo/alma/pessoa
gênio	espírito/alma/fantasma
góndola	batel/bote/escaler/barco
gôndola	batel/bote/escaler/barco
götterdämmerung	mito/lenda
h	caracter/caractér/carácter/letra
h-bomba	bomba
habilidade	cognição/competência/meta/noção/técnica/capacidade/conhecimento/compreensão/talento
habitante	alguém/indivíduo/alma/pessoa
habitat	cerque/entorno/envolvente/ambiente/meio
habitação	morada/alojamento/aposento/moradia/prédio/acção/domicílio/feito/residência/edifício/abrigo/ato/lar/ação/casa
habitual	freguês/cliente/comprador/consumidor
habitáculo	habitat
hacker	terrorista
hadith	tradições/costumes/tradição/costume/hábito
hafnio	metal/metais
haganah	exército
haganá	exército
haggis	prato
hagiografia	biografia
haicai	poema/poesia
haikai	poema/poesia
halal	vianda/carne
halita	minérios/mineral
hall	aposento/prédio/edifício/quarto/sala
halter	peso
haltere	peso
hamartoma	tumores
hamburguer	bife/carne
hambúrguer	bife/carne
hangar	edifício/tecido/estrutura
haplotipo	combinação
haplótipo	combinação
haptoglobina	proteína
harakiri	suicídio/auto-destruição
hardboard	prancha/tábua
hardware	componente/parte
harmonia	música
harpia	águia/águias/águia
hasta	venda
havaiana	alpercata/sandália/chinelo
haïku	poema/poesia
headbanger	amante
headhunter	funcionário/serventuário
heavy-metal	rock
hebdomadário	série
hebraica	alguém/indivíduo/alma/pessoa
hebraico	alguém/indivíduo/alma/pessoa
hebreia	alguém/indivíduo/alma/pessoa
hebreu	alguém/indivíduo/alma/pessoa
hecatombe	sacrificio/sacrifício
hedonismo	etica/ética
helianto	flor
heliotrópio	flor
heliporto	aeroporto/aeródromo
helmintologia	verme
hematoma	traumatismo/dano/machucado/lesão/mal
hematuria	sintoma
hematócrito	taxa/razão/proporção
hematúria	sintoma
hemoglobinúria	sintoma
hemoptise	sintoma
hemorragia	traumatismo/dano/machucado/lesão/mal
hemossiderose	sintoma
hemostasia	equilíbrio
hemípteros	insectos/insetos/insecto/inseto
herança	dádiva/brinde/dom/doação/possessão/presente/propriedade
herbicida	química/substância
herbário	colecção/coleção/aglomeração/acúmulo
herbívoro	criatura/animal/besta/bicho/ser
herdade	chácara/granja/quinta/terras/sítio/fazenda
hermenêutica	teologia
heroína	personagem/papel/mulher
heroísmo	denodo/coragem/ânimo
herói	líder/personagem/chefe/papel
hesitação	temperamento/disposição/intervalo/pausa
hesperis	flor
hetero	alguém/indivíduo/alma/pessoa
heterossexismo	discriminação
heterossexual	alguém/indivíduo/alma/pessoa
heterónimo	verbo/vocábulo/termo/palavra
heterônimo	verbo/vocábulo/termo/palavra
heurística	fórmula/regra
hexagrama	estrela
hicória	madeira
hidroavião	aeroplano/avião
hidroaviões	aeroplano/avião
hidrofobia	sintoma
hidromel	bebida
hidroponia	agricultura/pecuária/cultivo
hidrosfera	camada/estrato
hierarquia	status/condição/estado/organização/classe/posição
himenópteros	insectos/insetos/hemípteros/insecto/inseto
hinduísmo	religião/fé
hinterlândia	campo
hioide	osso
hipercalcemia	sintoma
hipercalciúria	sintoma
hipercalemia	sintoma
hipercaliémia	sintoma
hipercolesterolemia	sintoma
hipercolesterolémia	sintoma
hiperglicemia	sintoma
hipermédia	multimedia/multimédia
hipermídia	multimedia/multimédia
hipernatremia	sintoma
hipervelocidade	velocidade
hiperónimo	verbo/vocábulo/termo/palavra
hiperônimo	verbo/vocábulo/termo/palavra
hipnotizador	psicólogo
hipnótico	entorpecente/droga/medicamento/remédio
hipocalcemia	sintoma
hipocalcémia	sintoma
hipocalemia	sintoma
hipocaliémia	sintoma
hipocondria	angústia/ansiedade
hipocorístico	antenome/prenome/nome
hipoestesia	deficiencia/deficiente/deficiência/discapacidade/inabilidade/deficiência/incapacidade
hipoglicemia	sintoma
hipoglicémia	sintoma
hiponatremia	sintoma
hipopotassemia	sintoma
hipsilo	caracter/caractér/carácter/letra
hipódromo	estádio/arena
hipónimo	verbo/vocábulo/termo/palavra
hipótese	conceito/concepção/possibilidade/idéia/suposição/teoria/opinião/ideia
hipônimo	verbo/vocábulo/termo/palavra
histeria	consternação/temor/terror/medo
historiador	estudioso/erudito/especialista/acadêmico
historial	crónica/crônica
historiografo	estudioso/erudito/especialista/acadêmico
história	cognição/crónica/crônica/ficcionismo/ficção/ficção/noção/falsidade/mentira/conhecimento/literatura/compreensão/passado
histórico	cognição/noção/conhecimento/compreensão/passado
hititas	habitante/morador
hobby	entreterimento/passatempo/jogo
hoje	actualidade/presente/dia
hollywood	atmosfera/cheiro/tom/cara
holmio	metal/metais
holofote	luz
holograma	foto/retrato/fotografia/imagem
homem	alguém/cónjuge/consorte/cônjuge/esposa/esposo/marido/adulto/indivíduo/companheiro/alma/amante/humano/pessoa
homem-bomba	alguém/indivíduo/alma/pessoa
homem-de-neandertal	humano
homeostase	equilíbrio
homicida	fora-da-lei/matador/malfeitor/criminoso/assassino/bandido
homilia	pregação/prédica/sermão
homo	alguém/indivíduo/alma/pessoa
homofobia	pré-conceito/viés/preconceito
homogeneidade	similardidade/semelhança
homologia	similardidade/semelhança
homomorfismo	similardidade/semelhança
homossexual	alguém/indivíduo/alma/pessoa
homus	pasta
homónimo	verbo/vocábulo/termo/palavra
homônimo	alguém/indivíduo/verbo/vocábulo/alma/termo/palavra/pessoa
honorário	estipêndio/encargo/remuneração/taxa/custo
hora	etapa/distância/tempo/período
hora-de-ponta	hora
horas	etapa/tempo/período
horda	turba/montão/multidão
horizontal	orientação
horizonte	escopo/alcance/órbita/área
hormona	secreção
hormônio	secreção
hormônios	secreção
hortaliça	hortifruti/hortifruto
horticultura	agricultura/pecuária/cultivo
horticulturista	especialista
horto	campos
hortênsia	arvoreta/arbusto/mato/moita
horário	listagem/projecto/cronograma/lista/agenda/programação/projeto/intenção/programa/plano
hosana	brado/chamada/grito
hospedaria	albergaria/albergue/hotel/pousada
hospedeiro	adulto
hospitalidade	recepção
hospitalização	etapa/tempo/período
hoste	exército/exército
hostelalbergue	alojamento/abrigo/casa
hotel	prédio/edifício
hoteleiro	administrador/gerente
hulheira	mina
humanidade	humano
humanismo	doutrina/filosofia
humanista	estudioso/erudito/especialista/acadêmico
humanitarianismo	doutrina/filosofia
humanitarismo	doutrina/filosofia
humidade	estado/situação/condição/estado
humildade	feição/peculiaridade
humor	abalo/comoção/estado/emoção/sentimento/situação/condição/estado
humor-negro	comédia
huri	mulher
hydrophiidae	ofídio/serpente/cobra
hábito	tradições/costumes/tradição/costume
háfnio	metal/metais
hálito	ar
hálux	artelho/dedo
hápax	verbo/vocábulo/termo/palavra
hélice	curva/edifício/tecido/estrutura/arco
hólmio	metal/metais
hóspede	inquilino/locatário/visitante/visita
hóstia	pão
húmus	materiais/solo/terra
i	caracter/caractér/carácter/letra
ia	informática
iate	embarcações/embarcação/navios/navio/barco
iatista	marujo/tripulante/marinheiro
ibirapiranga	madeira
ibirapitá	madeira
ictericia	sintoma
icterícia	sintoma
idade	etapa/século/era/época/tempo/período
ideia	finalidade/conceito/convicção/crença/intento/propósito/concepção/idéia/objectivo/pensamento/cálculo/objetivo/fé/opinião/intenção
identidade	temperamento/personalidade/pessoa
identificador	simbolo/símbolos/aceno/emblema/símbolo/sinal
identificação	identidade/personalidade
ideograma	grafema/letra
ideologista	proponente/defensor/advogado/representante
idioma	mensagem/comunicação/linguagem/discurso/língua
idiota	alguém/tolo/indivíduo/alma/bobo/imbecil/pessoa/estúpido
idosa	mulher
idoso	adulto
idéia	conceito/concepção/pensamento/opinião/ideia
iglu	barraco/casebre/cabana/choupana/choça
ignição	chama/flama/labareda/fogo/mecanismo
igreja	igrejas/prédio/edifício/estabelecimento/instituição/templo/instituto
igrejas	estabelecimento/instituição/instituto
igual	alguém/indivíduo/alma/pessoa
igualdade	status/condição/estado/classe/posição
igualitarismo	doutrina/filosofia
ilha	chão/relevo/zona/solo/terra
ilhéu	habitante/morador
ilmenita	minérios/mineral
iluminamento	luminosidade
iluminação	estado/luminosidade/situação/condição/estado
iluminura	pintura
ilusionista	intérprete
ilustrador	artista
ilustradores	artista
ilustração	projecto/programação/projeto/intenção/programa/plano
ilusão	desempenho/performance/interpretação/apresentação
ilíaco	osso
imago	insectos/insetos/hemípteros/insecto/inseto
imame	líder/chefe
imanência	presença
imigração	migração
imitação	doutrina/filosofia
imobiliária	possessão/propriedade
impacto	consequência/conseqüência/efeito/resultado/fim
impassibilidade	langor/apatia
impedimento	equívoco/acção/feito/edifício/engano/tecido/estrutura/ato/falha/ação/erro
imperador	monarca/suserano/soberano
imperial	cerveja
imperialismo	ideologia
impermanência	duração
impermeabilizante	protecção/proteção
impertinência	apetite/pretensão/anseio/desejo
implementação	acção/feito/ato/ação
importação	comercialismo/mercantilismo/comércio
importância	magnitude
imprensa	maquinaria/máquina
impressor	maquinaria/máquina
impressora	maquinaria/máquina
impressão	conceito/semblante/aspecto/publicação/edição/idéia/pensamento/opinião/aparência
improvisação	desempenho/performance/interpretação/apresentação
impulso	motivação/violência/necessidade/motivo/força/intenção
impulsão	acção/feito/ato/ação
impureza	estado/lixo/resíduo/situação/condição/estado
império	autoridades/monarquia/regime/governo
imunidade	desistência/estado/situação/condição/estado/renúncia
imunização	protecção/proteção
imunoglobulina	proteína
imunoquímica	quimica/química
imóvel	possessão/propriedade
inauguração	cerimónia/cerimônia/festa
incapacidade	cognição/noção/conhecimento/compreensão
incendiário	fora-da-lei/malfeitor/criminoso/bandido
incensário	vasilhame/vasilha/vaso
inchamento	sintoma
inchaço	traumatismo/dano/machucado/lesão/mal
inchação	sintoma
incidente	comoção/bagunça/zona/confusão
incipiência	saída/início/começo/princípio
incisivo	dentes/dente
inclinação	ângulo/ângulos/gradiente/mudança/tendência
inclusão	situação/condição
incompatibilidade	característica/qualidade
inconsciente	psique/mente/cabeça
incubadora	aparato/aparelho/equipamento
incumbente	funcionário/serventuário
incumbência	dever/responsabilidade/obrigação
incursão	esforço/tentativa
indecisão	incerteza/dúvida
independência	liberdade/vitória
indicador	critério/padrões/dedo
indicação	aconselhamento/agouro/indício/mensagem/presságio/comunicação/conselho/direção/sinal
indicações	regulamento/norma/lei/regra
indicção	etapa/tempo/período
indiferença	langor/apatia
indigestão	sintoma
indignação	zanga/ira/cólera/raiva
indisposição	enfermidade/doença
individualidade	feição/peculiaridade
individualismo	doutrina/feição/peculiaridade/convicção/crença/filosofia/fé/opinião
indivíduo	alguém/causador/alma/pessoa/causa
indulto	clemência/misericórdia/perdão
industria	comercialismo/mercantilismo/comércio
industrial	homemdenegócios/empresário/negociante/comerciante
industrialista	homemdenegócios/empresário/negociante/comerciante
industrialização	indústria/manufatura
indício	agouro/mensagem/presságio/comunicação/indicação/sinal
indústria	industria/empresa/negócio/comércio
inexperiência	ignorância
infanticida	assassínio/assassinato/homicídio
infanticidio	assassínio/assassinato/homicídio
infanticídio	assassínio/assassinato/homicídio
infecção	incidente/mensagem/comunicação/evento
infelicidade	miséria/sofrimento
inferioridade	calibre/qualidade
inferno	problema
infinitesimal	variável
inflamação	sintoma
inflação	ampliação/expansão/aumento
influência	consequência/conseqüência/efeito/resultado/fim
informação	cognição/colecção/coleção/noção/aglomeração/acúmulo/conhecimento/compreensão
informática	engenharia/tecnologia
infortunado	alguém/indivíduo/alma/pessoa
infortúnio	circunstâncias/ensejo/sina/azar/destino/sorte/problema
infracção	crime/ofensa
infração	crime/ofensa
infusão	chá
ingrediente	componente/parte
inibição	controle
inicial	caracter/caractér/carácter/letra
inicialização	formatação/formato
iniciativa	disposição
iniciação	cerimónia/cerimônia/festa
inimigo	alguém/antagonista/adversário/indivíduo/opositor/alma/exército/população/gente/pessoa/pessoal/povo
iniqüidade	estado/situação/condição/estado
injector	engenhoca/gadget/apetrecho/troço/ferramenta
injunção	interdição/proibição
injúria	desfeita/conduta/ofensa/comportamento
inocência	estado/situação/condição/estado
inquisidores	funcionário/serventuário
inquisição	juizado/tribunal/corte
insecto	insectos/insetos/hemípteros/inseto
insectívoros	criatura/animal/besta/bicho/ser
insegurança	perigo
inseto	insectos/insetos/hemípteros/insecto
insetívoro	criatura/animal/besta/bicho/ser
insolência	desfeita/ofensa/injúria
inspector	investigador/policial/polícia/agente/guarda
inspetor	investigador/policial/polícia/agente/guarda
inspeção	encontro/reunião
inspirador	líder/chefe
inspiração	conceito/idéia/pensamento/opinião
instalação	infra-estrutura/locação/sítio/lugar
instituição	associação/sociedade/união/organização/ordem
instituto	associação/sociedade/união/organização/ordem
instructor	instrutor/docente/mestre/professor
instrumentalista	intérprete
instrumentista	intérprete
instrumento	documentação/jeito/documento/modo/maneira/ferramenta/meio/caminho
instrutora	instrutor/docente/mestre/professor
instrução	código
insucesso	acção/feito/ato/ação
insulano	habitante/morador
insulação	protecção/proteção
insulto	desfeita/ofensa/injúria
insurgência	insurreição/revolta/rebelião
insurreição	revolta/rebelião
insídia	esquema/plano
integral	cálculo
integralidade	integridade
inteireza	integridade
intelecto	alguém/indivíduo/alma/pessoa
intelectual	alguém/indivíduo/alma/pessoa
intelligentsia	elite/escol
intendente	orientador/supervisor
intensidade	grandeza/magnitude/grau/número
intento	finalidade/propósito/meta/alvo/objectivo/objetivo/intenção
intenção	finalidade/conceito/intento/propósito/significância/meta/significação/alvo/idéia/objectivo/pensamento/objetivo/opinião/significado
interacção	interação
intercâmbio	interação
interdição	acta/decreto/proibição
interesse	preocupação
interesseira	mulher
interface	superfície
interferência	acção/feito/ato/ação
interior	campo
interligação	conexão/ligação
intermediária	representante
interminável	duração
internacionalismo	doutrina/escopo/filosofia/alcance/órbita/área
interoperabilidade	habilidade
interpolação	cálculo
interpretador	programa
interpretação	explanação/desempenho/performance/explicação/apresentação
interrogação	frase/sentença/oração
interruptor	chave
interrupção	retardar/atraso/adiar
intervalo	interrupção/painel/suspensão/pausa
interveniente	falante/palestrante/locutor
intimidade	incomunicação/isolamento
intimidação	consternação/temor/terror/medo
intolerância	atitude
intoxicante	entorpecente/droga/medicamento/remédio
intoxicação	enfermidade/doença
intriga	complô/conspiração
introdutor	proponente/defensor/advogado/representante
introdução	apostila/sebenta/compêndio/texto
introvertido	alguém/indivíduo/alma/pessoa
intérprete	alguém/indivíduo/alma/pessoa/programa
inumação	funeral/enterro/funeral
invariante	característica/qualidade
invariância	característica/qualidade
invasão	ataque
invectiva	insulto/abuso/injúria
invencibilidade	força
inventário	listagem/lista/mercadoria/produto/artigo
inventários	listagem/lista
inverno	sazão/estação/tempo/período
invertebrado	criatura/animal/besta/bicho/ser
invertebrados	criatura/animal/besta/bicho/ser
investigador	cientista/especialista
invitação	missiva/carta
invulnerabilidade	segurança
inércia	feição/peculiaridade
ioiô	brinquedo
ion	partículas/partícula
iota	caracter/caractér/carácter/letra
ipsilone	caracter/caractér/carácter/letra
ipsilão	caracter/caractér/carácter/letra
ira	abalo/zanga/comoção/cólera/emoção/sentimento/raiva
iridio	metal/metais
irmandade	estrato/classe
irmã	freira/freiras/madre/monja/religiosa/parente/membro
irmão	frei/monge/frade/parente/membro
irredentismo	doutrina/filosofia
irreverência	atitude
irritação	zanga/ira/cólera/raiva
irídio	metal/metais
islame	civilização
islamismo	civilização
islamofobia	pré-conceito/viés/preconceito
islã	civilização
islão	civilização
isolador	materiais
isolamento	incomunicação/protecção/separação/proteção
isolante	materiais
isolação	incomunicação/isolamento
isometria	função
isomorfismo	similardidade/semelhança
isostasia	equilíbrio
isqueiro	acendedor/carburante/combustível/encendedor
istmo	chão/relevo/solo/terra
istmos	chão/relevo/solo/terra
isótopo	átomo
isótopos	átomo
item	categoria/porção/componente/parte
iterbio	metal/metais
itinerante	obreiro/trabalhador/operário
itrio	metal/metais
itérbio	metal/metais
ião	partículas/partícula
iões	partículas/partícula
j	caracter/caractér/carácter/letra
jacarandá	árvore
jacaré	couros/couro/pele
jade	verde
jamanta	poder/força
janota	homem
jantar	repasto/refeição/festa
janízaro	soldado/militar
jaqueta	paleto/casaco/sobretudo
jardim	campos/cercado/flora/vegetação/pátio/quintal/terreno/campo
jardineiro	assalariado/obreiro/empregado/trabalhador/operário
jarra	garrafa/biberão/botelha/frasco/garrafa
jarro	garrafa/biberão/botelha/frasco/garrafa
jasmim	arvoreta/arbusto/mato/moita
jasmim-da-noite	arvoreta/arbusto/mato/moita
jaula	restrição/limitação
jeans	têxteis/pano/tecido/fazenda
jerimum	verdura/hortaliça/legume/vegetal
jezebel	mulher
jingoísmo	patriotismo/nacionalismo
jipe	auto/automóvel/viatura/carro/veículo
joalheiro	mercador/negociante/comerciante
joaninha	insectos/insetos/hemípteros/insecto/inseto
joelho	articulações/coxa/anca/articulação
jogador	alguém/atleta/desportista/indivíduo/participante/alma/pessoa
jogo	certame/colecção/concurso/coleção/competição/aglomeração/torneio/acúmulo/partida
jogral	cantador/cantor/vocalista
joquei	cavalgador/galopante/galopeador/cavaleiro
jornada	etapa/tempo/período
jornal	editora/periódico/publicação/edição/folha
jornalismo	profissão
jornalista	autor/escritor
jovem	alguém/indivíduo/alma/pessoa
juba	cabelo
jubileu	aniversário/ano
judeu	alguém/indivíduo/alma/pessoa
judia	alguém/indivíduo/alma/pessoa
judiciário	sistema/organização
judô	esporte
juiz	alguém/funcionário/serventuário/indivíduo/alma/pessoa
jujuba	arvoreta/arbusto/mato/moita
julgador	autoridade
julgamento	acção/feito/sentença/ato/ação
junco	batel/bote/escaler/barco
junta	comissão/comité/comitê
junção	área/região
juramento	promessa
jurisconsulto	especialista
jurisdição	circunscrição/comarca/districto/distrito/território/domínio
jurisprudência	colecção/coleção/filosofia/aglomeração/acúmulo
jurista	funcionário/serventuário/especialista/profissional
justiceiro	voluntário
justificativa	explanação/circunstância/consideração/explicação
justificação	explanação/circunstância/consideração/explicação
justiça	critica/justeza/juízo/julgamento
juvenil	alguém/indivíduo/alma/pessoa
juventude	etapa/idade/tempo/período
juízo	acção/feito/ato/ação
júbilo	alegria
júri	junta/comissão/comité/comitê
k	caracter/caractér/carácter/letra
kartoffelsalat	salada
kasta	status/condição/estado/classe/posição
kebab	prato
kedgeree	prato
kieserita	minérios/mineral
kilt	saia
kinako	farinha
kleenex	papel/folha
knesset	parlamento
kolkwitzia	arvoreta/arbusto/mato/moita
kumis	álcoois/álcool
kuomintang	chapa/legenda/partido
kwanzaa	festival
labareda	chama/flama/fogo
laboratorio	laboratório/oficina/emprego/trabalho
laboratório	regiões/oficina/emprego/região/trabalho
laboratórios	laboratório/oficina/emprego/trabalho
laca	camada/capa
lacrimal	osso
lacticínios	chácara/granja/quinta/sítio/fazenda
lacuna	racha/fresta/buraco
ladainha	discurso
ladeira	gradiente/declive/declives/subida/encosta/costa/inclinação
lado	faceta/superfície/opinião
ladra	fora-da-lei/malfeitor/criminoso/bandido
ladrilheiro	trabalhador
ladrilho	laje/placa
ladrão	fora-da-lei/malfeitor/criminoso/bandido
lagoa	lago
laguna	lago
laicismo	doutrina/filosofia
laissez-passer	consenso/consentimento/autorização/sanção/aprovação
lama	matéria/água/substância/solo/terra
lambda	caracter/caractér/carácter/letra
lamento	poema/poesia
lanche	repasto/refeição
lanchonete	restaurante/balcão
lanolina	creme
lansium	árvore
lantanio	metal/metais
lanterna	luz
lantânio	metal/metais
lanugem	materiais
lança	armamento/arma
lança-chamas	armamento/arma
lanígero	têxteis/pano/tecido/fazenda
lapide	laje/placa
lapso	interrupção/suspensão/pausa
lar	morada/alojamento/aposento/moradia/procedência/domicílio/locação/residência/localização/abrigo/habitação/raiz/nascente/fonte/ponto/lugar/casa
largo	praça
largura	amplidão/anchura/dimensão/magnitude/extensão
larice	madeira
larva	criatura/animal/besta/bicho/ser
larvecida	química/substância
lasca	apara
lassidão	fraqueza
lastro	materiais
laterita	solo/terra
latido	ruído
latino	alguém/habitante/morador/indivíduo/alma/pessoa
latoeiro	artesão/artífice
latrocínio	roubalheira/roubo/assalto
latência	potenciabilidade/potencial
lava-pratos	obreiro/trabalhador/operário
lavabo	pia
lavador	trabalhador
lavanda	arvoreta/arbusto/mato/moita
lavanderia	boutique/laboratório/oficina/loja/emprego/venda/trabalho
laxante	medicamento/remédio
laço	adorno/ornato/toa/ornamento/corda/decoração/cabo
lebkuchen	bolo
legado	dádiva/brinde/dom/doação/presente
legenda	título/organização
legionário	soldado/militar
legislador	líder/chefe
legitimação	acção/feito/ato/ação
legitimidade	credibilidade
legião	exército/turba/associação/exército/montão/sociedade/união/organização/multidão/ordem
lego	brinquedo
legume	hortifruti/hortifruto/verdura/hortaliça/vegetal
lei	colecção/conceito/coleção/jurisprudência/aglomeração/concepção/idéia/acúmulo/ideia
leilão	venda
leis	jurisprudência/lei
leitaria	chácara/granja/quinta/sítio/fazenda
leite	bebida
leitelho	leite
leiteria	chácara/granja/quinta/sítio/fazenda
leito	depressão
leitor	estudioso/erudito/especialista/freguês/cliente/comprador/consumidor/acadêmico
leitura	publicação/edição
lema	lemas/locução/mote/cambial/proposição/provérbio/ditado/expressão/idioma
lemas	locução/provérbio/ditado/expressão/idioma
leme	liderança
lenda	narrativa/narração/título/história
lenha	carburante/combustível
lenhador	obreiro/trabalhador/operário
lenhite	hulha/carvão
lenitivo	terapia/medicamento/remédio
lente	órgão
lentidão	ritmo/passo
leoa	leão
lepidópteros	insectos/insetos/hemípteros/insecto/inseto
leprosário	enfermaria/hospital
lesão	traumatismo/dano/machucado/mal
letargia	fraqueza
letra	grafema/texto
letreiro	edifício/tecido/estrutura
letrista	autor/escritor
leucemia	cancro/câncro/câncer
leva	turba/montão/multidão
levantamento	insurreição/revolta/rebelião
leveza	peso
levitação	fenómeno/fenômeno
liberal	adulto
liberalismo	ideologia
libertarianismo	ideologia
libertação	esforço/tentativa
libertário	filósofo/proponente/defensor/advogado/representante
libretista	autor/escritor
libré	farda/fardamento/uniforme
licença	etapa/tempo/período
liceu	hall/salão
licor	álcoois/álcool
licores	álcoois/álcool
liderança	status/líder/chefe/condição/estado/classe/posição
liga	associação/sociedade/união/organização/ordem
ligadura	atadura/curativo
ligação	interação/atração/conexão
lignito	hulha/carvão
lilás	arvoreta/arbusto/mato/moita
limburger	queijo
limitação	desvantagem/regulamento/norma/lei/regra
limite	fronteira
limites	escopo/alcance/órbita/área
limpador	trabalhador
limpeza	feição/peculiaridade
limusina	auto/automóvel/viatura/carro/veículo
limusine	auto/automóvel/viatura/carro/veículo
linchagem	assassínio/assassinato/homicídio
linchamento	assassínio/assassinato/homicídio
linfoma	cancro/câncro/câncer
linguagem	mensagem/comunicação/discurso/idioma/língua
linguista	cientista
linguística	ciência
lingüista	cientista
lingüiça	vianda/carne
lingüística	ciência
linha	fio/lã/objeto/texto
linhagem	parentesco/relação
linho	têxteis/pano/tecido/fazenda
lintel	viga/trave
lipograma	texto
lipoma	neoplasia/tumor/tumores
liquidação	promoção
lista	listagem
lisura	textura
liteira	cama/leito
literatura	profissão
litoral	beira-mar/costa
litosfera	camada/estrato
litíase	rocha/pedra
livraria	boutique/loja/venda
livrarias	boutique/loja/venda
livre-docente	catedrático/professor
livreiro	dono/proprietário
livreto	livro
livro	colecção/coleção/aglomeração/publicação/edição/acúmulo
livro-caixa	registro
lixeira	contentores/balde/tonel
lixo	materiais/resíduo
lição	significância/ensino/pedagogia/repreensão/significação/educação/significado/intenção
lobacho	loba/lobo
lobato	loba/lobo
lobinho	loba/lobo
lobo-do-mar	marujo/tripulante/marinheiro
lobo-guará	loba/lobo
locador	dono/proprietário
local	locação/sítio/lugar
localização	laboratório/oficina/objeto/emprego/trabalho
locação	objeto
lockout	oposição
lodo	matéria/substância
loess	solo/terra
loft	pavimento/piso/andar
logistica	abastecimento/provimento/fornecimento
logística	abastecimento/provimento/fornecimento
loira	alguém/indivíduo/alma/pessoa
loja	shopping/boutique/locação/sítio/venda/lugar
lojista	mercador/negociante/comerciante
lombada	interferencia/atrapalhação/obstáculo
lona	têxteis/pano/tecido/fazenda
longa-metragem	película/cinema/filme/produção
lonjura	distância
lorgnette	óculos
lote	colecção/coleção/aglomeração/acúmulo
loteria	coincidência/acidente
louro	alguém/indivíduo/alma/pessoa
louvado	especialista
lua	objeto
lua-de-mel	feria/féria/sueto/etapa/férias/tempo/período
lucratividade	proveito/lucro/bem
lucro	benefício/bem
luddismo	antagonista/adversário/opositor/inimigo
lugar	status/locação/localização/objeto/condição/estado/ponto/classe/posição
luminária	alfaia/movéis/mobília/mobiliário/móvel
lumpemproletariado	proletariado
lupanar	prédio/edifício
lustro	etapa/tempo/período
luta	certame/concurso/peleja/pugna/competição/torneio/esforço/disputa/tentativa/combate/partida/batalha/jogo
lutador	alguém/indivíduo/alma/pessoa
lutecio	metal/metais
lutefisk	prato
luthier	artesão/artífice
lutter	aparelho/instrumento/ferramenta
lutécio	metal/metais
luxúria	prazer
lágrima	pérola/gota
lápide	monumento/monumentos
lárix	madeira
lã	têxteis/pano/tecido/fazenda
lésbica	alguém/indivíduo/alma/pessoa
léxico	cognição/noção/conhecimento/compreensão
líder	alguém/indivíduo/alma/chefe/pessoa
língua	mensagem/comunicação/fala/linguagem/discurso/idioma/órgão
líquido	líqüido/fluido
líqüido	matéria/substância
lítio	metal/metais
lógica	filosofia/princípio
lógico	especialista
lúcifer	planeta
m	caracter/caractér/carácter/letra
macaco	implemento/instrumento/ferramenta
macaquice	alguém/indivíduo/alma/pessoa
macarrão	prato
macaréu	vaga/onda
macho	alguém/criatura/animal/besta/bicho/indivíduo/alma/pessoa/homem/ser
macis	vareta
maconha	arvoreta/arbusto/mato/moita
macroeconomia	economia
macroevolução	evolução/filogenia/filogênese/evolução
macromolécula	molécula
madame	mulher
madeireiro	obreiro/trabalhador/operário
madeixa	cabelo
madressilva	arvoreta/arbusto/mato/moita
madrigalista	cantador/cantor/vocalista
madrugada	hora
maestro	musico/músico/gestão/administração
mafioso	fora-da-lei/malfeitor/criminoso/bandido
magia	desempenho/performance/interpretação/apresentação
magician	intérprete
magistrado	funcionário/serventuário/jurista/juiz
magnata	homemdenegócios/empresário/negociante/comerciante
magnesio	metal/metais
magnesita	minérios/mineral
magnetismo	atração
magnitude	taxa/grandeza/razão/importância/proporção/número
magnésio	metal/metais
magnêsio	metal/metais
magnólia	súber/casca
maioria	número
maioridade	número
maiúscula	grafema/letra
mal-entendido	finalidade/conceito/intento/propósito/idéia/objectivo/pensamento/objetivo/opinião/intenção
mal-estar	estado/situação/condição/estado
mal-me-quer	flor
mala	compartimento/caixa
malabarismo	desempenho/performance/interpretação/apresentação
malabarista	intérprete
malaquita	minérios/mineral
maldade	estado/situação/condição/estado
maldição	encantamento/feitiço
maleta	valise/mala
malfeitor	fora-da-lei/criminoso/bandido
malha	têxteis/pano/tecido/fazenda
malho	martelo
malignidade	doenças/doença
malmequer	flor
malte	farinhas/cereal
maltrato	costume/hábito
malva	arvoreta/arbusto/mato/moita
mamadeira	vasilhame/vasilha/vaso
mamangaba	abelha/vespa
mambembe	actor/ator/artista/intérprete
mamona	arvoreta/arbusto/mato/moita
mamute	elefanta/elefante/elefoa
