aba	fronteira/limite
jornal	publicação/edição/bens/jornalismo/imprensa/produto/produção
jornalista	autor/escritor
jovem	alguém/indivíduo/alma/pessoa/juvenil/menor
judeu	alguém/indivíduo/alma/pessoa
judia	alguém/indivíduo/alma/pessoa
juiz	alguém/funcionário/serventuário/indivíduo/alma/pessoa/adjudicator/árbitro
juizado	assembleia/assembléia
julgador	autoridade
julgamento	acção/feito/ato/ação
junção	composição/combinação/ligação
jurisdição	circunscrição/comarca/districto/distrito/território/domínio
jurisprudência	colecção/coleção/aglomeração/acúmulo
jurista	funcionário/serventuário/profissional/adjudicator/juiz/árbitro
justeza	honestidade/justiça
justificativa	circunstância/consideração
justificação	circunstância/consideração
justiça	moralidade/honestidade/moral/virtude
juvenil	alguém/indivíduo/alma/pessoa
juventude	etapa/tempo/período
juízo	acção/feito/ato/ação/perspicácia/pensamento/opinião
jóia	ornamento/decoração
júri	comunidade/grupo
lacticínio	alimento
ladeira	elevação/formação
lado	superfície/região
lagarta	larva
lago	água
laje	bloco
lança	implemento/instrumento/ferramenta
lar	alojamento/domicílio/locação/residência/localização/abrigo/ponto/lugar/casa
largo	praça
larva	criatura/animal/besta/bicho/ser
lassidão	fraqueza
lata	contentor/contêiner/recipiente
laticínio	alimento
lauda	folhas/folha
lealdade	afeição/amor
legenda	organização
legislatura	assembleia/assembléia
legislação	governação/governo/administração
legião	turba/montão/multidão
legume	hortifruti/hortifruto
lei	colecção/conceito/coleção/aglomeração/concepção/idéia/acúmulo/ideia
leite	bebida/lacticínio/laticínio
leito	depressão
leitura	datum/dado/informação
lenha	carburante/combustível
lente	órgão
lenço	pano
leque	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
letargia	fraqueza
letra	grafema
letreiro	anúncio
leva	turba/montão/multidão
levantamento	propulsão/impulsão
levedura	substância
leveduras	substância
liberalismo	independência/liberdade
liberdade	situação/condição/estado
licença	etapa/tempo/período
liderança	status/líder/chefe/condição/estado/classe/posição/atividade/ocupação/capacidade/poder/habilidade/talento
liga	solução/mistura
ligação	interação/conexão/apetrecho/formato/equipamento/forma/situação/condição/estado/união/instrumento/conexão/relação
limitação	regulamentos/aparato/dispositivo/regulação/alcance/aparelho/equipamento/mecanismo/instrumento/extensão/ferramenta
limite	fronteira/fiscalização/fronteiras/inspecção/extremidade/alcance/vistoria/inspeção/linha/extensão/fronteira/teste
limpada	melhoramento/melhoria
limpeza	melhoramento/melhoria
linguagem	mensagem/comunicação/discurso/idioma/língua/faculdade/talento
linguística	ciência
lingüística	ciência
linha	texto/artefato/formato/forma/formação/fronteira
linhagem	agrupação/genealogia/conjunto/grupo
lipido	macromolécula
lipídio	macromolécula
liquidação	ocasião/vez/chance
lista	listagem
litoral	orla/costa/formação
liturgia	rito
litíase	rocha/pedra
livro	publicação/edição/bens/produto/produção
livros	bens/produto/produção
lixo	materiais
local	lugar
localidade	território/ambiente/área/região
localização	objeto
locação	objeto/gleba/terreno/região
locomoção	traslado/deslocamento/movimento
locução	idioma
loja	shopping
lombo	anatomia
lousa	artefato/chapa/placa
louça	artigo
lua	objeto/mês
luar	luz
lubrificante	substância
lubrificantes	substância
lucro	custo
lugar	status/locação/localização/objeto/condição/estado/ponto/classe/posição/gleba/local/terreno/situação/função/papel/região/posição
luminária	alfaia/movéis/mobília/mobiliário/móvel
lustre	luminaria/luminária
luta	certame/concurso/competição/torneio/esforço/tentativa/combate/partida/batalha/jogo/boxe/pugilismo/empenho/conflito/esforço
luxo	abundancia/riqueza/poder
luz	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
lâmpada	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
lã	corda
líder	alguém/indivíduo/alma/chefe/pessoa
língua	mensagem/comunicação/linguagem/discurso/idioma/órgão/faculdade/talento
lípido	macromolécula
lípidos	lipido/lipídio/lípido/macromolécula/gordura
líquen	fungo/fungos
líquenes	fungo/fungos
líquido	líqüido/fluido
líqüido	matéria/substância/fluído
macho	alguém/criatura/animal/besta/bicho/indivíduo/alma/pessoa/ser
maconha	traqueófitos
madame	mulher
madrugada	início/começo/princípio
magistrado	funcionário/serventuário/adjudicator/juiz/árbitro
magnete	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
magnitude	grandeza/número/atributo/preços/preço/propriedade/qualidade
maioria	número
maioridade	número
maldade	estado/situação/condição/estado/transgressão
malha	têxteis/pano/tecido/fazenda
maltrato	costume/hábito
mamífero	vertebrado
mancha	equívoco/simbolo/símbolos/aceno/emblema/engano/símbolo/falha/sinal/erro
mandamento	comando/ordem
maneira	feição/peculiaridade/efetuação/implementação/atributo/conduta/comportamento/procedimento/execução/propriedade/realização
manequim	criado/ajudante/assistente/servidor
manhã	etapa/tempo/período/início/começo/princípio
manifestação	demo/demonstração
manipulador	causador/causa
manobra	operação/traslado/deslocamento/atividade/ocupação/passo/movimento
mansarda	pavimento/piso/andar
manteiga	lacticínio/laticínio/comida
manufatura	industria/fábrica/usina/empresa/negócio/planta/comércio
mapa	afiguração/representação/imagem/figura/ilustração/desenho
maquinaria	máquina/aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
maquinário	maquinaria/máquina
mar	água
marca	simbolo/símbolos/aceno/emblema/símbolo/sinal
marcador	número
marcadores	simbolo/símbolos/aceno/emblema/símbolo/sinal
marcha	romaria/procissão
margem	fronteiras/fronteira/limite
marido	parente/cara-metade
marina	local/lugar/posição
massa	turba/montão/multidão/agrupação/divisa/conjunto/moeda/dinheiro/grupo
mata	flora/vegetação/chão/relevo/solo/terra/bioma/biomas
matacão	rocha/pedra
matematica	ciência
matemática	ciência
materiais	informação/substância
material	equipamento/informação/ferramenta
matiz	tez/cor
matricula	ingresso/entrada
matrícula	ingresso/entrada
matéria	mensagem/tópico/assunto/conteúdo
matéria-prima	materiais
maçã	pomo/fruta
mecanica	desempenho/performance/execução/realização
mecanismo	desempenho/performance/execução/realização/aparato/apetrecho/dispositivo/aparelho/equipamento/instrumento/ferramenta
mecenato	aprovaçã0/aprovação
mediador	negociador
mediação	estado-maior/pessoal
medicamento	entorpecente/droga/remédio/agente
medida	grandeza/magnitude/número/atividade/ocupação
medição	atividade/ocupação
medo	abalo/comoção/consternação/emoção/sentimento/temor/terror/ânsia/ansiedade/preocupação
megalomania	psicopatia/psicopata
meio	efetuação/implementação/execução/região/realização
meio-dia	hora
melhora	estado/situação/condição/estado
melhoria	estado/situação/componente/condição/estado/parte/transmutação/transformação/mudança
melodia	texto
membro	categoria/porção/componente/parte/associado
memória	faculdade/talento
menina	fêmea
menininha	fêmea
menino	descendência/criança/descendente/filho/juvenil/menor/jovem/rapaz/varão/macho/homem
meninota	fêmea
menor	alguém/indivíduo/alma/pessoa
mensagem	comunicação/abstração
mensuração	atividade/ocupação
mentalidade	atitude
mente	cognição/noção/conhecimento/compreensão
mento	traço
mercado	estrato/classe/atividade/ocupação
mercadoria	produto/artigo/artefato/bens/fazenda/produto/artigo/bem
mercantilismo	transação
merecimento	importância/valor
mesa	alfaia/movéis/mobília/mobiliário/móvel
mestre	autoridade
meta	capacidade/poder/habilidade/talento
metade	componente
metodo	habilidade
metro	aparelho/instrumento/ferramenta
metrópole	municipalidade/município
metrópoles	municipalidade/município
micetes	fungo/fungos
microorganismo	organismo/ser
microrganismo	organismo/ser
migração	traslado/deslocamento/movimento
minarete	torres/roque/torre
mineral	materiais
ministro	executivo
ministério	prédio/edifício
minérios	materiais
mirada	orientação
miscelanea	colecção/coleção/aglomeração/acúmulo
misericórdia	socorro/ajuda/assistência
missiva	texto/documento
missão	organização/designação/tarefa
mistura	colecção/coleção/aglomeração/acúmulo/substância
mitologia	colecção/coleção/aglomeração/acúmulo
mobiliário	apetrecho/mobília/equipamento/móvel/instrumento
mobília	apetrecho/mobiliário/equipamento/móvel/instrumento
mocinha	fêmea
moda	sabor
modalidade	feição/peculiaridade
modelo	criado/líder/ajudante/assistente/chefe/servidor/afiguração/representação/imagem/figura/ilustração/desenho
modificação	ocorrente/ocorrência/acontecimento/mudança
modo	efetuação/implementação/conduta/comportamento/procedimento/maneira/execução/realização
moeda	cobre/divisa/dinheiro
mofo	fungo/fungos
mohair	têxteis/pano/tecido/fazenda
moinho	maquinaria/maquinário/máquina
moinhos	maquinaria/maquinário/máquina
molde	contentor/contêiner/recipiente
molho	condimento
molusco	invertebrados/invertebrado
moluscos	invertebrados/invertebrado
molécula	unidade
momento	etapa/tempo/período/quantia/quantitativo/instante/medida/quantidade
monstro	mutante/mutantes/mutação
montanha	elevação
montanhas	elevação
montante	soma/quantidade/número
monte	colecção/coleção/aglomeração/edifício/tecido/acúmulo/estrutura/elevação
montão	colecção/coleção/aglomeração/acúmulo/reunião
montículo	projeção
monumento	edifício/tecido/estrutura
monumentos	edifício/tecido/estrutura
morada	alojamento/abrigo/casa
moradia	alojamento/abrigo/casa
morador	alguém/indivíduo/alma/pessoa
morais	motivação/necessidade/motivo/intenção
moral	motivação/necessidade/motivo/intenção/qualidade
moralidade	motivação/necessidade/motivo/intenção/qualidade
morfina	analgésicos/opioides/analgésico
morro	elevação
mortalidade	velocidade/ritmo
morte	alteração/modificação/variação/mudança/termino/terminação/situação/conclusão/condição/estado
mostra	instância/exemplo/representante
mota	moto/motocicleta/moto/motocicleta
motivo	conceito/idéia/pensamento/opinião
moto	mota/motocicleta
motocicleta	moto/mota/moto/mota
motor	maquinaria/máquina/motores
motores	maquinaria/máquina/motor
mouse	roedor
movimento	ocorrente/ocorrência/acontecimento/decisão/situação/condição/estado/resolução/mudança
movéis	mobília/mobiliário/móvel
moça	mulher/fêmea
moço	varão/macho/homem
mudança	alteração/modificação/variação/ocorrente/ocorrência/acção/acontecimento/atividade/ato/ação
mulher	cónjuge/consorte/cônjuge/esposa/esposo/marido/adulto/companheiro/estrato/classe/fêmea
mulherio	estrato/classe
multidão	turba/montão/reunião
mundo	humano/população/gente/pessoal/povo/agrupação/conjunto/experiência/grupo
municipalidade	reunião
município	reunião
munição	apetrecho/armamento/equipamento/arma/instrumento
muro	divisória/paredes/parede
mus	roedor
musico	artista
mutante	organismo/ser
mutantes	organismo/ser
mutação	organismo/ser
mácula	equívoco/engano/falha/erro
mágoa	tristeza/pesar
máquina	maquinaria/aparato/dispositivo/motores/aparelho/equipamento/mecanismo/motor/instrumento/ferramenta
máscara	disfarce/cobertura/capa
mãe	genitor/progenitor/pai/genitor
mão	colecção/auxílio/coleção/socorro/aglomeração/ajuda/acúmulo/assistência
mão-de-obra	tarefa/trabalho
médico	profissional
mérito	importância/valor
método	habilidade
métodos	habilidade
mês	etapa/tempo/período
mídia	apetrecho/equipamento/instrumento
mímica	imitação/personificação
móvel	apetrecho/mobília/mobiliário/equipamento/instrumento
música	atividade/ocupação
músico	artista/intérprete
nacionalidade	status/condição/estado/classe/posição
naipe	ornamento
nalga	anatomia
narcótico	entorpecente/droga/medicamento/remédio
narrativa	mensagem/tópico/assunto/conteúdo
narração	mensagem/tópico/assunto/conteúdo
nascente	formação/lugar
nascimento	alteração/modificação/variação/mudança
nata	lacticínio/laticínio
natureza	feição/peculiaridade/qualidade
navio	embarcações/embarcação/navios/barco
navios	embarcações/embarcação/navio/barco
nação	população/gente/pessoal/povo
nebulosa	colecção/coleção/aglomeração/acúmulo
necessidade	estado/situação/condição/estado/carência
negligência	equívoco/engano/falha/erro/insucesso/falha
negociador	comunicador
negociante	empresário
negociação	negócio/debate/discussão
negócio	comercialismo/mercantilismo/comércio
nenê	criança/filho/menino
neoplasia	tumores
nevada	precipitação
neve	precipitação
nobreza	status/condição/estado/classe/posição
noitada	etapa/tempo/período
noite	etapa/tempo/período/jornada/dia
nojo	aversão
nome	antenome/prenome
nomeação	decisão/resolução
norma	instrução
norte	curso
nostalgia	saudade/anelo/anseio/desejo
notícia	informação
notícias	informação
nudez	estado/situação/condição/estado
numeral	simbolo/símbolos/aceno/emblema/símbolo/sinal
numerário	cobre/divisa/moeda/dinheiro
nupcias	rito/ritual
nutriente	comida/alimento/substância
nutrição	nutriente/comida/alimento
nádega	anatomia
nádegas	anatomia
náusea	nojo/asco/repugnância/abominação/repulsa/aversão
não-ficção	prosa
nível	situação/condição/estado
nó	laço
número	simbolo/símbolos/conceito/aceno/emblema/concepção/grandeza/soma/símbolo/idéia/magnitude/quantidade/ideia/sinal/atributo/atuação/periódico/revista/quantidade/jornal/propriedade
objetivo	meta/alvo/objectivo/intenção
obra	bens/produto/produção
obrigação	tarefa/trabalho
observação	afirmação/declaração
obstrução	edifício/tecido/estrutura/interferência/atrapalhação/impedimento/manobra
obstáculo	edifício/tecido/estrutura/obstrução/impedimento/dificuldade/problema
obtenção	feito/conquista/façanha/realização
ocasião	ocorrente/ocorrência/acontecimento
ociosidade	acção/feito/ato/ação
ocorrente	acontecimento/evento/fato
ocorrência	ocorrente/acontecimento/evento/fato
ocultação	atividade/ocupação
ocupação	acção/feito/ato/ação
odontólogo	médico
odor	atributo/percepção/propriedade
ofensa	desfeita/conduta/comportamento/injúria/transgressão
ofensiva	manobra/operação
oficial	militar
oficina	laboratório/emprego/trabalho
ofício	profissão/ocupação/emprego/função/serviço/trabalho/lugar
olhada	percepção
olhar	percepção
olimpo	região
ombro	anatomia
onda	movimento
operador	causador/causa
operação	atividade/cálculo/ocupação/tarefa/trabalho
operário	insectos/insetos/hemípteros/insecto/inseto/trabalhador
opinião	convicção/crença/fé/perspicácia/pensamento
oponente	competidor/contendor
oportunidade	possibilidade/chance
opositor	competidor/contendor
oposição	resistência/acção/atividade/ato/ação/conexão/relação
opulência	abundancia/riqueza/poder
opção	decisão
oração	requerimento/requisição/solicitação/pedido/petição/apelo
ordem	comando/estado/associação/estrato/situação/sociedade/condição/estado/união/organização/classe/arranjo
ordenado	prestação
ordenação	organização
organismo	ser
organização	agrupação/comunidade/atividade/conjunto/início/ocupação/começo/grupo
orgulho	emoção/sentimento/impressão
orientador	superior
orientação	atitude/controlo/controle
orifício	canal
origem	infra-estrutura/instalação/interseção/início/começo/princípio
orla	formação
ornamento	adorno/ornato/decoração/artefato/decoração
ornato	artefato
ouriço-do-mar	equinodermo/equinodermos
outono	sazão/estação/tempo/período
ouvida	percepção
ouvinte	oportunidade/chance
ouvintes	reunião
oval	cónica/cônica
ovelha	bovídeos
ovinos	bovídeos
ovo	alimento
pacote	colecção/coleção/aglomeração/acúmulo/contentor/contêiner/recipiente
pagamento	comercialismo/mercantilismo/comércio/gastos/custos/preço/custo
pai	genitor/progenitor/mãe/genitor
painho	genitor/progenitor/pai/mãe
paixão	objecto/objeto/objetivo
palestra	discurso
paliçada	barreira/obstáculo
palácio	autoridades/regime/governo
pano	têxteis/peça/tecido/fazenda/pedaço/artefato
papai	genitor/progenitor/pai/mãe
papel	materiais/dever/obrigação/caracterização
papá	genitor/progenitor/pai/mãe
par	jogo/grupo/reunião
parada	acção/chegada/feito/ato/conclusão/área/região/resultado/ação/fim/final/romaria/travessia/procissão/viagem
parafernália	equipamento/ferramenta
paragem	área/região
paralisação	acção/feito/ato/ação
paralização	acção/feito/ato/ação
paraquedismo	descensão
parasita	organismo/ser
paraíso	região
parcela	repartição/divisão
parede	edifício/tecido/estrutura/divisória/paredes
paredes	edifício/tecido/estrutura
parelha	jogo/grupo
parente	alguém/indivíduo/alma/pessoa
parentesco	conexão/relação
parlamento	legislatura
parque	gleba/terreno/região
parreira	traqueófitos
parte	alguém/fatia/indivíduo/música/objeto/alma/pessoa/documentos/repartição/porção/coisa/componente/divisão
partida	certame/concurso/acção/competição/feito/torneio/ato/ação/jogo/rodada/turno/jogo/tempo
partido	organização
partilha	distribuição
partição	distribuição/separação
partícula	materiais/corpo
partículas	corpo
parábola	cónica/cônica
paródia	mímica/imitação
passado	etapa/tempo/período/tempo
passagem	via/estrada/caminho
passatempo	recreaçao/diversão
passeata	romaria/procissão
passeio	travessia/jornada/viagem
passivo	maldade
passo	locomoção/decisão/resolução
pastel	fornada
pata	pe
patch	pano
paternidade	parentesco/relação
pau	implemento/instrumento/barra/ferramenta
pausa	ocorrente/ociosidade/ocorrência/acontecimento/intervalo/tempo
pavimento	edifício/tecido/estrutura
pecado	transgressão
peculiaridade	atributo/predicado/característica/propriedade
pecuária	cultivo
pedagogia	profissão
pedagogo	profissional
pedaço	porção/aglomeração/porção/coisa/parte
pedestal	encosto/apoio/suporte
pedra	materiais/rocha
pedregulho	rocha/pedra
pegada	contato/toque
pegar	contato/toque
peito	anatomia/colo/tórax
peleja	conflito/luta
película	espectáculo/show/bens/produto/produção
penhasco	formação
pensamento	convicção/crença/fé/opinião
pente	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
percurso	fronteira
perda	chegada/conclusão/resultado/fim/final/fracasso/declínio/desastre/falha/custo/diminuição/erro
perfeição	situação/condição/estado
performance	acção/atividade/ato/ação
pergunta	requerimento/requisição/solicitação/pedido/petição/inquérito/questão/apelo
perigo	causador/estado/situação/condição/estado/causa
periodista	autor/escritor
perissodáctilos	ungulados
perito	especialista
periódico	publicação/edição/jornalismo/imprensa/jornal
permanência	acção/feito/ato/ação
perna	encosto/apoio/membro/suporte/calça/membro
perseguição	abuso/injúria/traslado/deslocamento/movimento
personagem	adulto/caracterização
personalidade	feição/peculiaridade/temperamento/pessoa/atributo/predicado/característica/propriedade
personificação	atuação/representação/interpretação
perspectiva	orientação
perspicácia	convicção/crença/fé/opinião
persuasão	comunicado/comunicação
pertinência	relação/ligação
período	etapa/século/continuidade/duração/era/idade/época/tempo
pesar	desgosto/emoção/mágoa/sentimento/tristeza/impressão/dor
peso	medida/medição/unidade
pesquisa	investigação
pessoa	alguém/causador/indivíduo/alma/causa/atributo/organismo/predicado/característica/propriedade/ser
pessoal	população/gente/organização/povo/agrupação/conjunto/grupo
petisco	alimentação/nutriente/nutrição/comida/alimento
petição	requerimento/requisição/solicitação/pedido/apelo
petróleo	carburante/combustível/hidrocarboneto
pezunho	pe/pata
peça	moeda/porção/parte
peçonha	substância
piada	contas/reporte/relato/relatório
piazza	praça
pico	fim/final
piedade	camaradagem/simpatia/socorro/emoção/sentimento/ajuda/compaixão/assistência/impressão
pigmento	camada/capa/colorante/corante/tinta/cor
pigmentos	colorante/corante/tinta/cor
pilha	colecção/coleção/aglomeração/acúmulo
pimenta	arvoreta/arbusto/mato/moita
pimentão	arvoreta/arbusto/mato/moita
pincel	implemento/instrumento/ferramenta
pintura	ofício/arte/camada/profissão/capa/colorante/corante/tinta/cor
pipeline	aqueduto/conduto/ducto/duto/canal
pirâmide	poliedro/poliedros
piso	edifício/tecido/estrutura
pista	infra-estrutura/evidência/instalação
pixel	componente/parte
pião	brinquedo
placa	artefato/chapa/lousa/bloco
placar	chegada/conclusão/resultado/fim/final
planejamento	ideia
planeta	astro/estrela
plano	conceito/idéia/pensamento/opinião/formato/forma
planos	programa
planta	organismo/ser
plantação	terras/fazenda
plantel	prédio/edifício
plantio	terras/fazenda
planície	chão/relevo/solo/terra/campanha
planícies	planície/campanha
plastico	sólida/sólido
plástico	sólida/sólido
plásticos	sólida/sólido
poder	causador/cognição/noção/conhecimento/causa/compreensão/qualidade
poeta	autor/escritor
poetas	autor/escritor
poetisa	autor/escritor
poliedro	sólida/sólido
poliedros	sólida/sólido
poluição	contaminação
política	argumentação/raciocínio/profissão
político	líder/chefe
ponta	fim/final
pontapé	porrada/golpe
pontaria	propulsão/impulsão
ponte	edifício/tecido/estrutura
ponto	objeto/área/região/ocorrente/ocorrência/fator/acontecimento/disco/componente/parte
popularidade	qualidade
população	gente/pessoal/povo/agrupação/conjunto/grupo
popô	anatomia
porrada	golpe
porrete	bastão/pau/vara
porta	abertura
porvir	tempo
porão	pavimento/piso/andar
porção	objeto/coisa/fragmento/pedaço
pose	certeza/segurança
posicionamento	atividade/ocupação
posição	status/estado/ofício/profissão/ocupação/situação/condição/emprego/estado/função/serviço/trabalho/lugar/classe/colocação/localização/orientação/local/função/posto/papel/lugar
posse	conexão/relação
possessão	propriedade/controlo/posse/conexão/propriedade/controle/relação/bem
possibilidade	intercorrência/opção/conceito/alternativa/concepção/eleição/escolha/idéia/ideia/existência/existência/ser
possuidor	alguém/indivíduo/alma/pessoa
poster	anúncio
posto	status/infra-estrutura/ofício/instalação/profissão/ocupação/condição/emprego/estado/função/serviço/trabalho/lugar/classe/posição
potencia	poder
potenciabilidade	possibilidade/chance
potencial	possibilidade/chance
potpourri	colecção/coleção/aglomeração/acúmulo
potência	força/poder
pousada	hotel
povo	humano/população/gente/pessoal/família/agrupação/conjunto/grupo
povoado	municipalidade/município/comunidade
poça	água
prata	moeda
prato	alimentação/nutriente/nutrição/comida/alimento
prazer	emoção/sentimento/impressão
prazo	etapa/tempo/período/instante/momento
praça	gleba/terreno/região
precipitação	clima/tempo/traslado/deslocamento/movimento
predadores	criatura/animal/besta/bicho/ser
predicado	abstração
predominância	vantagem/virtude/propriedade/recurso/bem
prefeito	político
prejuízo	alteração/modificação/variação/mudança/custo
preleção	discurso
prenome	antenome/nome
preocupação	abalo/comoção/emoção/sentimento/ânsia/ansiedade/interesse
preparação	ideia/atividade/ocupação
presa	criatura/animal/besta/bicho/ser
prescrição	instrução
presente	aquisição/tempo
presença	existência/existência/ser
presidente	líder/chefe/executivo
preso	desafortunado/desventurado/infortunado
pressuposição	possibilidade/suposição/teoria/hipótese
presságio	mensagem/comunicação
pressão	prensada
prestação	pagamento/recompensa
pretensão	apetite/anseio/desejo/emoção/sentimento/impressão
preço	despesa/gasto/importância/valor/gastos/custos/preços/custo/qualidade
preços	importância/valor/preço/qualidade
prima	parente
primata	mamífero
primatas	mamífero
primavera	sazão/estação/tempo/período
primeiro	hierarquia/posto/classe/posição
primo	parente
princípio	ocorrente/ocorrência/acontecimento/instante/início/começo/momento
prisioneiro	desafortunado/desventurado/infortunado
prisão	situação/condição
problema	dificuldade/obstáculo/ocorrente/ocorrência/acontecimento/dificuldade/obstáculo
procedimento	feição/peculiaridade/software/programa/atividade/ocupação/tarefa/trabalho
procedência	lugar
processo	atividade/ocupação
procissão	romaria
procurar	atividade/ocupação
produto	artefato/bens/bens/mercadoria/criação/fazenda/produção/artigo/bem
produtor	fazedor
produção	espectáculo/indústria/manufatura/show/bens/criação/produto
proeza	feito/conquista/façanha/realização/feito/façanha/realização
professor	autoridade/educacionista/pedagogo/educador/acadêmico
profissional	adulto
profissão	ofício/ocupação/emprego/função/serviço/trabalho/lugar
profundeza	região
progenitor	antecessor/ancestral/antepassado/genitor
progenitora	genitor/progenitor/pai/mãe
programa	espectáculo/projecto/software/conceito/programação/código/idéia/pensamento/show/projeto/opinião/intenção/plano
programação	conceito/idéia/pensamento/opinião
progresso	transmutação/transformação/mudança
progressão	traslado/deslocamento/movimento
projecto	conceito/idéia/pensamento/opinião
projeto	conceito/idéia/pensamento/opinião/tarefa/trabalho
projeção	convexidade
prole	criatura/animal/besta/bicho/ser
promoter	booker
promoção	ocasião/vez/chance/mudança
proponente	alguém/indivíduo/alma/pessoa
proporção	grandeza/magnitude/número
proposta	mensagem/tópico/assunto/conteúdo
propriedade	conceito/concepção/idéia/ideia/abstração/controlo/atributo/predicado/posse/característica/conexão/controle/relação/bem
proprietário	alguém/homemdenegócios/indivíduo/empresário/negociante/alma/comerciante/pessoa
propulsão	acção/feito/ato/ação
propósito	utilidade
protecção	atividade/ocupação/proteção/capa
protesto	resistência
proteção	aprovaçã0/combate/batalha/aprovação/cobertura/atividade/ocupação/capa
proteína	macromolécula
proto-plasma	substância
protoctista	microorganismo/microrganismo
protoplasma	substância
prototista	microorganismo/microrganismo
protozoário	protoctista/prototista
protuberância	projeção
prova	evidência
provedor	empresário
provimento	atividade/ocupação
provisões	nutriente/comida/alimento
provérbio	locução/ditado/expressão/idioma
prudência	sagacidade/sapiência/sabedoria/sensatez
prática	treinamento/treino/preparação
pré-história	etapa/tempo/período
prédio	edifício/tecido/estrutura
prémio	dádiva/brinde/dom/doação/presente
prêmio	dádiva/brinde/dom/doação/presente
psicologia	ciência
psicose	psicopatia/psicopata
psique	cognição/noção/conhecimento/compreensão
puberdade	época/período
publicação	obra/trabalho
pugna	conflito/luta
pulo	propulsão/impulsão/transição
pulsação	onda
pulverização	esmagamento/compactação
pupilo	estudante
putrefação	atividade/ação
puxão	propulsão/impulsão
página	folhas/folha
páramo	planície/campanha
pássaro	vertebrado
pânico	consternação/temor/terror/medo
pão	fornada
pãozinho	pão
pé	encosto/apoio/suporte/fundo/base/traseiro
pérola	esfera
píxel	componente/parte
pó	sólida/sólido
pôster	anúncio
público	reunião
quadra	território/ambiente/área/região
quadrado	número
quadrilha	associação/sociedade/união/organização/ordem
quadro	chapa/lousa/placa
qualidade	conceito/atributo/concepção/característica/idéia/importância/valor/propriedade/ideia/atributo/predicado/característica/propriedade
quantidade	conceito/concepção/grandeza/idéia/magnitude/ideia/número
quarteirão	território/ambiente/área/região
quartos	alojamento/abrigo/casa
quebra	ocorrente/ocorrência/acontecimento
queda	alteração/pecado/modificação/variação/mudança/descensão
queijo	lacticínio/laticínio/comida
queixa	objeção
queixo	traço
querela	desacordo/discordo/discrepância/discórdia/discordância
querosene	carburante/combustível/hidrocarboneto
quesito	pergunta/inquérito/questão
questão	requerimento/pergunta/requisição/solicitação/pedido/petição/inquérito/apelo
quimica	ciência
quinta	laboratório/oficina/emprego/trabalho
química	materiais/ciência
rabo	anatomia
racha	vão/fenda
raciocinio	ideia
raciocínio	ideia/raciocinio/razoamento/argumentação
radiação	energia
radiações	energia
radical	unidade
rainha	insectos/insetos/hemípteros/insecto/inseto
raiva	abalo/zanga/comoção/ira/cólera/emoção/sentimento
raiz	órgão/lugar
ralé	galera/vulgo/nação/gente/pessoal/povo
ramo	caule/departamento/divisão/tronco
ranhura	fresta/buraco/fenda
rapariga	mulher/fêmea
rapaz	criança/filho/menino/varão/macho/homem
rapidez	ritmo/passo
rasgo	vão/fenda
rasgão	vão/fenda
ratazana	roedor
rato	roedor
rattus	roedor
razoamento	ideia
razão	faculdade/talento
raça	categoria/família/classe/agrupação/conjunto/grupo
ração	nutriente/comida/alimento
raíz	órgão
reajuste	calibração
realidade	existência/existência/experiência/ser
realização	acção/feito/conquista/façanha/ato/ação/acção/atividade/ato/ação
reação	oposição/atividade
rebatida	proeza/feito/façanha/realização
rebelião	conflito/luta
recebimento	aquisição
recipiente	contentor/contêiner/apetrecho/equipamento/instrumento
reciprocidade	conexão/relação
recomendação	proposta
recompensa	gastos/custos/pagamento/preço/custo
reconhecimento	mensagem/tópico/assunto/conteúdo
recontro	situação/condição/estado
recorrência	repetição
recreaçao	atividade/ocupação
recta	linha
recuperação	acção/feito/ato/ação
recurso	convencimento/persuasão/catequizar
recém-nascido	criança/filho/menino
rede	têxteis/pano/tecido/fazenda
refeição	alimentação/nutriente/nutrição/comida/alimento
reflexão	demo/demonstração
reforma	melhoramento/melhoria
refutação	evidência
refém	desafortunado/desventurado/infortunado
refúgio	edifício/tecido/estrutura/território/ambiente/área/região
regato	córrego/corrente
registo	registro
registrador	registro
registro	ingresso/documento/evidência/indicação/entrada
região	regiões/locação/localização/ponto/lugar/anatomia/lugar
regiões	locação/localização/ponto/lugar
regra	instrução
regresso	traslado/chegada/deslocamento/vinda/movimento
regularidade	qualidade
regulação	calibração
reino	agrupação/conjunto/domínio/grupo
reivindicação	queixa
rejeição	acção/feito/ato/ação
relacionamento	situação/condição/estado/conexão/relação
relato	documentação/documento/informação
relatório	documentação/documento/informação
relação	abstração/situação/condição/estado/conexão/ligação
relevo	objeto
relevância	relação/ligação
religião	convicção/crença/estabelecimento/instituição/instituto/fé/opinião
relva	ervas/gramínea/gramíneas/erva
relógio	metro
relógios	relógio
remendo	pano
remo	esporte
remorso	tristeza/pesar
remuneração	prestação/recompensa
