aba	fronteira/limite
divisar	aperceber/aperceber-se/perceber/entender
divisão	distribuição/separação/separação/corpo
divisória	edifício/tecido/estrutura
divulgador	booker
divulgar	informar/anunciar/contar/mostrar
dizer	proferir/proferir/comunicar/comunicar/exprimir/exprimir/verbalizar/verbalizar/expressar/expressar/significar/indicar/transmitir/transmitir
dizimar	matar
diário	livros/livro
doar	pagar/entregar/dar
doação	aquisição/partilha/partição
dobrar	virar-se/tornar-se/virar/deformar
doce	petisco/guloseima/prato
documentação	documentos
documento	mensagem/comunicação/afiguração/documentos/representação/imagem/figura/ilustração/desenho
doença	enfermidade/transtorno/distúrbio/bagunça
doenças	enfermidade/doença
doer	aperceber/aperceber-se/perceber/entender/indispor/desconcertar/perturbar/estar/ser/confundir
dom	aquisição
domicílio	endereço/alojamento/abrigo/casa
doméstico	servidor
domínio	regiões/regiões/região/região/ambiente/conhecimento/saber
dona	mulher
dona-de-casa	esposa/mulher
dono	alguém/homemdenegócios/indivíduo/empresário/negociante/alma/comerciante/pessoa
dor	sintoma/desgosto/mágoa/tristeza/tristeza/pesar/pesar
dormir	repousar/descansar/cochilar
dormitar	dormir/repousar/descansar/cochilar
doutor	médico
doutrina	convicção/crença/fé/opinião
dr.	médico
dramaturgia	comunicado/comunicação
drenar	evaziar/esvaziar
drinque	porção
drogaria	boutique/loja/venda
drograria	boutique/loja/venda
dupla	reunião
durar	medir
duração	etapa/tempo/período
dádiva	aquisição
década	etapa/tempo/período
dígito	membro
dólar	divisa/peça/moeda/prata
dúvida	incerteza
ebulir	tornar/virar/mudar
ecoar	emitir/soltar/ressoar/soar/fazer
economia	sistema/organização/acção/atividade/ato/ação
edificar	causar/criar/provocar/fazer
edifício	tecido/estrutura/artefato
edição	obra/trabalho
educacionista	profissional
educador	profissional
educar	leccionar/lecionar/ensinar/lustrar/polir/refinar/instruir
efectivar	agir/atuar/fazer
efectuar	agir/conseguir/suceder/atuar/atingir/fazer
efeito	consequência/fenómeno/fenômeno/conseqüência/resultado/fim/causalidade/causa
efeitos	consequência/conseqüência/efeito/resultado/fim/poder/força
efeméride	dia
efetivar	agir/atuar/fazer
efetividade	poder
efetuar	encerrar/finalizar/acabar/terminar/ocasionar/agir/agir/conseguir/suceder/atuar/atuar/causar/produzir/provocar/provocar/atingir/fazer/fazer/fazer
efetuação	acção/feito/ato/ação
eficiência	poder
eficácia	poder/poder
egocentrismo	feição/peculiaridade
egoísmo	feição/peculiaridade
ejetar	expulsar
electricidade	energia/energia
eleger	seleccionar/seleccionar/selecionar/selecionar/escolher/escolher
elegância	qualidade
eleição	selecção/selecção/decisão/escolha/escolha/seleção/seleção
elenco	organização
eletricidade	energia
elevar	ampliar/comover/progredir/deslocar/emocionar/mover/estimular/excitar/aumentar
elevação	propulsão/traslado/deslocamento/impulsão/formação/movimento
eliminação	acção/feito/ato/ação
elipse	cónica/cônica
elogiar	medir/estimar/avaliar
emagrecer	tornar/virar/mudar
emascular	esterilizar
embaixada	organização
embalagem	colecção/coleção/aglomeração/acúmulo/contentor/contêiner/recipiente
embalagens	cobertura/capa
embalar	tampar/cobrir
embarcar	deslocar/mover
embasbacar	mirar/observar/olhar/ver
embasbacar-se	mirar/observar/olhar/ver
embelezar	aperfeiçoar/melhorar
emblema	ornamento/sinal
embonecar	aperfeiçoar/melhorar
emboscar	assaltar/atacar
embrulhar	tampar/cobrir
embrulho	colecção/coleção/aglomeração/acúmulo
emendar	aperfeiçoar/melhorar
emigração	migração
emocionar	comover/afetar/impressionar/parecer
empalidecer	descolorir/colorir
empatia	camaradagem/simpatia/compaixão/piedade
empenhar	consignar
empenho	mão-de-obra/trabalho
empetecar	aperfeiçoar/melhorar
empreender	causar/provocar/fazer
empregado	servidor/trabalhador
empregador	líder/chefe
emprego	costume/hábito
emprenhar	inseminar/fecundar/fertilizar
empresa	comercialismo/mercantilismo/comércio/organização/companhia
empresas	empresa
emprestar	modificar/alterar/mudar/entregar/dar
empresário	booker/capitalista
empréstimo	débito/dívida/dívidas/dívida
empunhar	manejar/manusear/manipular
empurrar	forçar/deslocar/deslocar/mover/mover
empurrão	propulsão/propulsão/impulsão/impulsão
enaltecer	medir/estimar/avaliar
enaltecimento	aumento
encabeçamento	melodia/linha
encabeçar	dirigir/conduzir
encadernar	tampar/cobrir
encarar	virar-se/tornar-se/virar/mirar/observar/estar/olhar/ver
encargo	designação/tarefa
encendedor	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
encepamento	colecção/coleção/aglomeração/acúmulo
encerrar	modificar/alterar/mudar/finalizar/concluir/terminar
encetar	discutir
encher	modificar/modificar/alterar/alterar/mudar/mudar/tornar/virar/mudar
enchido	defunto/cadáver/morto/corpo
enchimento	artefato
encobrir	omitir/omitir/tampar/tampar/tapar/tapar/acobertar/acobertar/ocultar/ocultar/esconder/esconder
encolerizar	irar/zangar/enraivecer
encolher	reduzir/diminuir
encontrar	comprar/comprar/obter/obter/adquirir/adquirir/receber/receber
encontro	assembléia/reunião/convergência
encorajar	inspirar/exaltar/induzir/apoiar/suportar/ajudar/animar
encosta	formação
encostar	deslocar/mover/mexer/estar
encosto	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
encurtar	reduzir/reduzir/diminuir/diminuir
endereçar	encetar/abordar/iniciar
endosso	apoio/suporte
endurecer	comportar-se/modificar/agir/alterar/atuar/parecer/mudar/alterar/mudar
energizar	afectar/afetar
enfatizar	exprimir/expressar/mostrar
enfermeira	médico
enfermeiro	médico
enfermeiros	médico
enforcar	executar
enfraquecer	modificar/modificar/alterar/alterar/mudar/mudar
enfurecer	encolerizar/irar/zangar/enraivecer
engajar	interessar/deslocar/mover
enganar	victimizar/vitimar/informar
enganação	adulteração/falsificação
engano	insucesso/falha
engatar	deslocar/mover
engatinhar	viajar/caminhar/ir/andar
engenharia	disciplina/campo/domínio
engenheiro	alguém/indivíduo/alma/pessoa
engolir	ingerir/consumir/tomar
engordar	modificar/alterar/mudar/tornar/virar/mudar
engrandecimento	aumento
engravidar	inseminar/fecundar/fertilizar
enjôo	nojo/asco/repugnância/náusea/abominação/repulsa/aversão
enlatar	preservar/conservar
enquadrar	representar
enraivecer	sentir/experimentar
enraizar	estabilizar-se
enrijecer	modificar/alterar/mudar
enrolar	enunciar/pronunciar/articular/girar/falar/dizer
enroscar	deslocar/mover/mexer
enrubescer	descolorir/colorir
ensaiar	balizar/desempenhar/avaliar/executar/julgar/fazer
ensejo	fenómeno/fenômeno
ensinar	informar
entender	conhecer/saber
entendimento	faculdade/talento
enterrar	omitir/tampar/tapar/acobertar/ocultar/encobrir/esconder
enterro	cerimónia/cerimônia/festa
entornar	deslocar/mover
entorno	região
entrada	via/rodovia/estrada/caminho/chegada/vinda
entravar	impedir/atrapalhar/evitar
entrega	transporte/transferência
entregar	regalar/regalar/ceder/ceder/ceder/oferecer/oferecer/passar/passar/passar/dar/dar/dar/dar/dar/transferir/transferir/dar/dar/dar
entretenimento	recreaçao/diversão
entreter	divertir/sentir/experimentar
entreterimento	recreaçao/recreaçao/recreaçao/diversão/diversão/diversão
entumescer	expandir
enumerar	determinar/achar
envelope	contentor/contêiner/recipiente
enviar	transmitir/expedir/deslocar/deslocar/mover/mover/transferir/despachar/embarcar/transportar/transmitir/trazer/trazer
envio	partida
envisionar	conjeturar/conjecturar/imaginar/pensar
envolvente	região
envólucro	cobertura/capa
enxaguar	lavar
enxamear	zumbir
enxergar	aperceber/aperceber-se/perceber/entender
enxugar	modificar/alterar/modelar/esfregar/formar/mudar
epidemia	ocorrente/ocorrência/acontecimento
epifitismo	flora/planta/vegetal
episódio	ocorrente/ocorrência/acontecimento
epífito	flora/planta/vegetal
equilíbrio	edifício/tecido/estrutura
equino	perissodáctilos/ungulados
equinodermo	invertebrados/invertebrado
equinodermos	invertebrados/invertebrado
equipamento	ferramenta/artefato/apetrecho/apetrecho/instrumento/instrumento
equipar	prover/abastecer/fornecer/suprir
equiparar	modificar/alterar/mudar
equídeo	perissodáctilos/ungulados
equívoco	insucesso/falha
era	etapa/etapa/século/idade/época/tempo/tempo/tempo/período/período/período
erguer	botar/pôr/colocar/carregar/deslocar/mover
eros	apetite/pretensão/anseio/desejo
erradicar	matar
errar	viajar/caminhar/ir/andar
erro	equívoco/engano/falha/insucesso/insucesso/falha/falha
erupção	ocorrente/ocorrência/acontecimento
erva	aromatizante/traqueófitos/condimento/tempero
ervas	erva
esbanjar	despender/gastar
esboroar	mudar
escalada	ascensão/elevação
escanear	compreender/entender
escapada	escapatória/escape/fuga
escapar	escapulir/fugir/evadir-se/fugir
escapatória	acção/feito/ato/ação/abertura
escape	acção/feito/ato/ação/escapatória/fuga
escapismo	recreaçao/diversão
escapulir	evadir-se/fugir/escapar
escassez	ausência/necessidade/deficiência/falta/carência/carência
escavar	explorar/retirar/remover/tirar
esclarecer	informar
escoar	esvaziar
escola	prédio/edifício
escolar	lustrar/polir/refinar
escolas	prédio/edifício
escolha	acção/selecção/decisão/decisão/seleção/atividade/ato/ação
escolher	seleccionar/seleccionar/seleccionar/selecionar/selecionar/selecionar/resolver/decidir
esconder	disfarçar/mascarar/omitir/omitir/tampar/tampar/tapar/tapar/acobertar/acobertar/ocultar/ocultar/encobrir/encobrir/encobrir
esconderijo	região/área
escorregar	deslizar/viajar/viajar/caminhar/caminhar/ir/ir/andar/andar
escova	implemento/instrumento/ferramenta
escovar	assear/purgar/retirar/remover/limpar/tirar
escravidão	costume/hábito
escrever	comunicar/traçar/delinear/verbalizar/transmitir
escrita	atividade/ocupação
escritor	comunicador
escrivaninha	mesa
escrutinar	inspecionar/examinar/ver
escudeiro	folhas/folha
escudo	proteção/capa
escurecer	alterar/mudar
escuridão	iluminação
escuta	percepção
escutar	aperceber/aperceber/aperceber-se/aperceber-se/obedecer/perceber/perceber/entender/entender
esdrúxulo	mutante/mutantes/mutação
esfarelar	mudar
esfera	ambiente
esforço	mão-de-obra/tentativa/trabalho/atividade/ocupação
esfregar	irritar/correr/passar
esfriar	comportar-se/modificar/agir/alterar/atuar/parecer/mudar
esgrima	acção/atividade/ato/ação
esgueirar	caminhar/ir/andar
esmagamento	compressão/pressão
esnobada	desconsideração
esnobar	tratar/rejeitar
espalhar	viajar/caminhar/partir/ir/andar/separar/desaguar/derramar/estender/continuar/lançar
esparramar	estender/continuar/lançar
espaçamento	posição
especialista	alguém/indivíduo/alma/pessoa
espectador	gente/povo/massa
especular	antecipar/raciocinar/cogitar/refletir/pensar/raciocinar
esperança	alguém/indivíduo/alma/pessoa/expectativa
esperançar	ansiar/querer/desejar
esperar	ansiar/ansiar/ansiar/antecipar/querer/querer/querer/desejar/desejar/desejar/agir/atuar/fazer
espernear	deslocar/mover/mexer
espiar	mirar/observar/olhar/ver
espiga	fruto/fruta
espionar	checar/conferir
espirito	convicção/crença/fé/opinião
esporte	jogo/recreaçao/diversão
esposa	cónjuge/consorte/cônjuge/esposo/marido/parente/companheiro/mulher
esposar	seleccionar/selecionar/escolher/unificar/reunir
esposo	parente
espreguiçar-se	estar
espremer	agarrar/segurar
espécie	taxon/taxon/taxon/taxon/taxón/taxón/táxon/táxon/categoria/categoria/espécies/espécies/raça/raça/género/género/tipo/tipo/classe/classe
espécies	categoria/família/classe/taxon/taxon/taxón/táxon
espírito	abalo/comoção/emoção/sentimento/espirito
esquecer	perder
esqueleto	sistema
esquema	afiguração/representação/imagem/figura/ilustração/desenho
esquentar	modificar/modificar/alterar/alterar/mudar/mudar/alterar/mudar
esquiar	viajar/caminhar/ir/andar
estabelecer	pioneirar/empreender/iniciar/representar
estabelecimento	edifício/tecido/estrutura/início/começo
estabilizar-se	alterar/mudar
estacada	barreira/obstáculo
estacionar	botar/pôr/colocar/carregar/manobrar/canalizar/guiar/dirigir
estado	atributo/predicado/característica/situação/condição/propriedade
estafeta	corrida
estanho	metal/metais/metais
estante	alfaia/movéis/mobília/mobiliário/móvel
estar	tornar/ser/ser/virar/mudar
estação	etapa/etapa/etapa/infra-estrutura/instalação/tempo/tempo/tempo/período/período/período
estender	estressar/tensionar/deformar/estar/estar
estender-se	estar
esterilizar	operar
esticar	estressar/tensionar/alongar/deformar
esticar-se	estar
estigma	simbolo/símbolos/aceno/emblema/símbolo/sinal
estilo	mensagem/comunicação/atributo/categoria/espécies/raça/género/propriedade/tipo/classe
estimar	balizar/computar/aproximar/calcular/adivinhar/chutar/avaliar/avaliar/julgar/julgar
estimativa	critica/juízo/julgamento
estimulante	informação/conhecimento
estimular	afectar/afetar/apoiar/suportar/ajudar
estio	sazão/estação/tempo/período
estirar	lesionar/lesar/ferir/machucar
estoque	acumulação
estorricar	secar/enxugar
estorvar	impedir/atrapalhar/evitar
estourar	desmoronar/dividir/separar
estrada	artefato/via/via/via/fronteira/caminho/caminho/caminho
estragar	avariar/danificar/tornar/virar/mudar
estrago	alteração/modificação/variação/mudança
estrangeira	turista/viajante
estrangeiro	turista/viajante
estrangular	matar
estrato	população/gente/pessoal/povo/região
estratégia	programa
estreitar	modificar/alterar/mudar/alterar/mudar
estrela	astro
estremecer	tremular/tiritar/sacudir/tremer/tremer/agitar
estressar	afectar/afetar
estripar	retirar/remover/tirar
estrondo	problema/triunfo/êxito/sucesso
estrutura	constituição/composição/artefato/atributo/propriedade
estudante	alguém/alguém/indivíduo/indivíduo/alma/alma/pessoa/pessoa/seguidor
estudo	documentação/documento
estufa	prédio/edifício
estádio	edifício/tecido/estrutura
estágio	etapa/tempo/período
estímulo	informação/conhecimento
estômago	anatomia
esvanecer	sumir/desaparecer
esvaziar	modificar/alterar/mudar/tornar/virar/mudar
esventrar	retirar/remover/tirar
etapa	travessia/viagem
etiquetar	anexar/anexar/juntar/juntar/unir/unir
europeu	habitante/morador
evadir-se	escapulir/fugir/escapar
evaporar	mudar
evaziar	modificar/alterar/mudar
evento	ocorrente/ocorrente/ocorrência/ocorrência/circunstância/acontecimento/acontecimento
eventualidade	ocorrente/ocorrência/acontecimento
evidenciar	informar/informar/contar
evidência	agouro/indício/presságio/indicação/sinal
eviscerar	retirar/remover/tirar
evitar	impedir/atrapalhar
evoluir	progredir/desenvolver
exacerbar	modificar/alterar/mudar
exalar	transmitir/passar
exaltar	enaltecer/elogiar/comover/louvar/emocionar/estimular/excitar
exame	comunicado/comunicação
examinar	investigação
exasperar	encolerizar/irar/zangar/enraivecer
exaurir	indispor
exaurir-se	indispor
exaustor	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
excepção	instância/exemplo/representante
exceção	instância/exemplo/representante
excitar	afectar/comover/emocionar/afetar/estimular
excluir	expulsar
excrescência	projeção
excruciar	angustiar/doer/machucar
excursão	jornada/viagem
excêntrico	anomalia
executar	penalizar/punir/encerrar/castigar/matar/matar/finalizar/acabar/terminar/ocasionar/efetuar/produzir/provocar
executivo	administrador/gerente
execução	acção/feito/ato/ação/acção/atividade/ato/ação
exemplo	líder/chefe/ocorrente/ocorrência/acontecimento/informação/conhecimento
exercer	trabalhar
exercitar	desempenhar/executar/fazer
exercício	treinamento/treino/preparação
exibir	apresentar/apresentar/mostrar/mostrar
exibição	entretenimento/diversão/entreterimento/divertimento/apresentação
exigir	demandar
existência	situação/situação/condição/condição/estado/estado/ser
expandir	crescer/crescer/aumentar/aumentar
expatriação	migração
expedir	deslocar/mover
expedição	industria/empresa/negócio/comércio/partida
experiente	especialista
experimentar	ingerir/alterar/caber/consumir/vestir/pôr/tomar/usar/colocar/mudar
experiência	educação/instrução/ocorrente/ocorrência/acontecimento
expirar	tornar/virar/mudar
explanação	afirmação/declaração
explicar	informar
explicação	afirmação/declaração
explodir	desmoronar/dividir/separar
exploração	maltrato/uso/utilização
explosivo	química/substância
explosão	ruído/ocorrente/ocorrência/acontecimento
expor	apresentar/mostrar
exportação	bens/mercadoria/fazenda/produto/artigo/bem
exposição	colecção/coleção/aglomeração/acúmulo/exibição/apresentação
exposições	colecção/coleção/aglomeração/acúmulo
expressar	transmitir/passar
expressão	comunicado/semblante/comunicação/idioma/rosto/aparência
exprimir	comunicar/transmitir/transmitir/passar
expulsar	deslocar/mover
extender	alongar/alongar
extensão	grandeza/grandeza/grandeza/magnitude/magnitude/magnitude/número/número/número/alcance
exterior	região
extremidade	região
exultar	animar-se/alegrar-se/alegrar/animar
exército	turba/montão/multidão
fabricante	fazedor
fabricar	inventar/causar/pensar/criar/provocar/fazer
fabricação	edificação/construção
face	alguém/semblante/indivíduo/aspecto/superfície/alma/pessoa/aparência
faceta	característica/qualidade
facilitar	acorrer/socorrer/assistir/auxiliar/ajudar
facto	informação/conhecimento
faculdade	capacidade/poder/habilidade/talento
fado	causador/causa/ocorrente/ocorrência/acontecimento
faixa	banda
falar	leccionar/lecionar/ensinar/instruir/encetar/abordar/proferir/proferir/proferir/comunicar/comunicar/comunicar/exprimir/exprimir/verbalizar/verbalizar/verbalizar/conversar/expressar/expressar/iniciar/transmitir/transmitir/transmitir/dizer
falecer	tornar/virar/mudar
falecimento	alteração/modificação/variação/mudança
falha	acção/feito/ato/ação/insucesso/insucesso
falir	avariar/danificar
falsificar	recriar
falsificação	delito/transgressão
falta	necessidade/carência
falésia	formação
falência	insolvência
fama	honra
família	clã/colecção/familia/conceito/coleção/parente/aglomeração/concepção/tribo/idéia/acúmulo/ideia/taxon/taxon/taxón/táxon/genealogia/sangue/descendência/linhagem
fanatismo	intolerância/intolerância
fantasma	espirito
farda	vestimenta/vestuário/traje/roupa/vestido
fardamento	vestimenta/vestuário/traje/roupa/vestido
farmacia	boutique/loja/venda
farmácia	boutique/loja/venda
farol	torres/roque/torre
fase	etapa/tempo/período/situação/condição/estado
fatia	porção/tomo/secção/porção/pedaço/parte
fato	informação/vestuário/roupa
fator	componente/causa
fazedor	creador/criador/criativo
fazenda	laboratório/oficina/emprego/trabalho/artefato/artefato/imobiliária/imóvel
fazer	comportar-se/modificar/agir/alterar/atuar/parecer/mudar/amanhar/agir/agir/recriar/recriar/cultivar/plantar/atuar/atuar/causar/causar/causar/causar/criar/criar/criar/parecer/dirigir/provocar/provocar/provocar/provocar/conduzir
façanha	feito/conquista/realização/proeza/acção/feito/atividade/ato/ação/realização
fechar	tornar/virar/mudar
fecundar	modificar/alterar/mudar
feder	recender/cheirar/recender/cheirar
federação	união
feitio	maneira/estilo
feito	conquista/façanha/realização/acção/acontecimento/evento/fato/atividade/ato/ação
feiura	semblante/aspecto/aparência
feição	atributo/predicado/característica/propriedade
feiúra	semblante/semblante/aspecto/aspecto/aparência/aparência
felicidade	espírito/humor
fenda	vão/vão/abertura
fender	mudar
fenestra	infra/estrutura/abertura
feriado	dia
ferimento	danificação/deterioração
ferir	indispor/aleijar/doer/machucar
ferramenta	efetuação/aparato/apetrecho/apetrecho/apetrecho/apetrecho/dispositivo/implementação/implemento/implemento/aparelho/equipamento/equipamento/equipamento/equipamento/equipamento/mecanismo/execução/instrumento/instrumento/instrumento/instrumento/instrumento/instrumento/instrumento/realização
ferro	metal/metais/metais
ferroar	doer
fertilizar	modificar/alterar/mudar
ferver	reduzir/diminuir/tornar/virar/mudar
festa	acontecimento/acontecimento/acontecimento/recreaçao/diversão/balada
festival	celebração/festividade/festa
festividade	recreaçao/diversão
fiasco	equívoco/engano/falha/erro
fibra	materiais
fibras	materiais
ficar	tornar/estar/estar/estar/ser/ser/ser/virar/mudar/passar
ficheiro	registro
fichário	registro
figura	afiguração/formato/forma/representação/criação/imagem/ilustração/desenho
figurar	conjeturar/conjecturar/imaginar/pensar
fila	formação
fileira	bicha
filha	criança/filho/menino/fêmea
filho	descendência/parente/descendente/rapaz/menino
filhote	criatura/animal/besta/bicho/ser
filmar	registar/registrar
filme	bens/produto/produção
filo	taxon/taxon/taxon/taxon/taxón/taxón/táxon/táxon
filosofia	convicção/crença/fé/opinião
fim	fenómeno/fenômeno/meta/alvo/objectivo/intenção/extremidade
final	extremidade
finalizar	modificar/alterar/mudar/encerrar/encerrar/encerrar/concluir/concluir/concluir/terminar/terminar/terminar
financiar	entregar/dar
finança	industria/empresa/negócio/comércio
fineza	dificuldade
fio	artefato/corda
firmamento	superfície
firmar	acordar/concordar
firmeza	feição/peculiaridade
fissura	vão/fenda
fitar	mirar/observar/olhar/ver
fitopatologia	doenças/doença
fixar	anexar/juntar/unir
flanco	sub-figura
flerte	brincadeira
flora	colecção/coleção/aglomeração/acúmulo/organismo/ser
florescer	progredir/crescer/desenvolver/aumentar
floresta	flora/vegetação/chão/locação/relevo/localização/solo/terra/ponto/lugar
florestas	chão/relevo/solo/terra
floricultura	horticultura
florir	progredir/desenvolver
fluido	matéria/substância
fluir	manar/deslocar/mover/mexer/correr
flutuação	alteração/modificação/variação/mudança
fluxos	atividade/ação
fluído	substância
focar	centrar/concentrar/raciocinar/cogitar/refletir/pensar
foco	concentração/lugar/lugar
foder	acasalar/copular
fofoca	contas/reporte/relato/relatório
fofocar	dialogar/conversar
fogo	ocorrente/ocorrência/acontecimento
folha	folhas/papel/papel/jornalismo/imprensa/órgão/jornal
folhagem	órgão
folhas	verdura/hortaliça/legume/vegetal/papel/papel/folha
fonte	infra-estrutura/instalação/lugar
foragir	evadir-se/fugir/escapar
forca	propulsão/impulsão
forjar	moldar/moldar/modelar/modelar/formar/formar/confeccionar/fabricar/transformar/construir
forma	atributo/predicado/característica/propriedade
formar	modificar/alterar/mudar/confeccionar/fabricar/construir
formato	atributo/predicado/característica/propriedade
formação	objeto/arranjo
formigar	zumbir
fornecedor	provedor/empresário
fornecer	prover/abastecer/suprir/prover/entregar/entregar/dar/dar/dar
fornecimento	atividade/ocupação
fortalecer	modificar/alterar/mudar
fortificar	modificar/alterar/mudar
fortuna	fenómeno/fenômeno
força	causador/agressão/hostilidade/causa/intensidade/atributo/poder/poder/poder/propriedade
forçar	fixar/prender/compelir/deslocar/mover/obrigar/induzir
fossil	resto
foto	afiguração/representação/imagem/figura/ilustração/desenho
fotografar	registar/registrar
fotografia	afiguração/representação/imagem/figura/ilustração/desenho
foz	formação
fracassar	mudar
fracasso	insucesso/falha
fraccionar	mudar
fracionar	mudar
fractura	traumatismo/dano/machucado/lesão/mal
fragmentar	desmoronar/dividir/separar
fragância	odor/cheiro
fraqueza	impotência/atributo/propriedade
frasco	vasilhame/vasilha/vaso
fraternidade	estrato/classe
fratura	traumatismo/dano/machucado/lesão/mal
freguesia	população/gente/pessoal/povo
frente	face/lado/local/lugar/posição
fresta	vão/abertura/fenda
fretar	comprar/obter/adquirir/receber
frete	mercadoria/produto/artigo
fricção	recontro/confronto/conflito
frigir	cozinhar
fritar	cozinhar
fronte	local/lugar/posição
fronteira	locação/localização/ponto/lugar/limite/fronteiras/fronteiras/fronteiras/fronteiras/extremidade/alcance/linha/extensão/limite/limite/limite/limite
fronteiras	extremidade
frota	colecção/coleção/aglomeração/acúmulo
fruta	hortifruti/hortifruto/fruto
fruto	bens/produto/produção
fuelóleo	carburante/combustível/hidrocarboneto
fuga	acção/feito/ato/ação/escapatória/escape
fugir	escapulir/escapar/evadir-se/escapar
fulgir	estar/ser
fulgor	elegância
fulgurar	estar/ser
fumar	ingerir/consumir/tomar
funcionar	exercer/operar/operar/servir
fundar	pioneirar/empreender/iniciar
fundação	pressuposição/suposição/hipótese/conexão/relação
fundilhos	anatomia
fundir	moldar/forjar/modelar/modelar/formar/formar/dissolver/mudar
fundo	face/lado/divisa/superfície/moeda/dinheiro/região
funeral	cerimónia/cerimónia/cerimônia/cerimônia/festa/festa
fungo	organismo/ser
fungos	organismo/ser
função	software/dever/obrigação/programa
furar	traspassar/doer/perfurar/penetrar/perfurar
furo	abertura
furto	crime
fusão	estado/união/ligação
futuro	tempo
fábrica	usina/planta
fé	convicção/convicção/convicção/crença/crença/crença/opinião/opinião/opinião/certeza/segurança
fêmea	alguém/criatura/animal/besta/bicho/indivíduo/alma/pessoa/ser
física	ciência
fósseis	resto/resto
fóssil	resto
fúria	zanga/ira/cólera/raiva
gafe	equívoco/engano/falha/erro
gaguejar	proferir/verbalizar/conversar/falar/dizer
galardão	dádiva/brinde/dom/doação/presente
galera	população/gente/pessoal/povo
galgar	ascender/subir
galho	caule/caule/tronco/tronco
galhofa	atividade/ocupação
galáxia	colecção/coleção/aglomeração/acúmulo
gangue	associação/sociedade/união/organização/ordem/reunião
ganhar	comprar/comprar/comprar/comprar/obter/obter/obter/obter/adquirir/adquirir/adquirir/adquirir/receber/receber/receber/receber
ganho	custo
garanhão	cavalo
garota	mulher/fêmea
garotinha	fêmea
garoto	rapaz/varão/varão/menino/macho/macho/homem/homem
garrafa	vasilhame/vasilhame/vasilha/vasilha/vaso/vaso/conteúdo
gasolina	carburante/combustível/hidrocarboneto
gastar	despender/pagar/pagar
gatinhar	viajar/caminhar/ir/andar
gaveteiro	alfaia/movéis/mobília/mobiliário/móvel
geek	anomalia
gelar	modificar/alterar/mudar/solidificar
gemer	chorar/choramingar
genealogia	clã/familia/tribo/família
genitor	progenitor
genitália	órgão/órgão
gente	população/população/população/pessoal/pessoal/pessoal/povo/povo/povo/agrupação/agrupação/agrupação/conjunto/conjunto/conjunto/grupo/grupo/grupo
gentileza	acção/atividade/ato/ação
gerar	causar/criar/provocar/fazer
geração	população/gente/pessoal/povo
gerenciamento	gestão/administração
gerenciar	lidar/cuidar/guiar
gerente	líder/administrador/cabeça/chefe/liderança/responsável
gerir	governar/reger/lidar/cuidar/guiar
gesticular	comunicar/transmitir
gesto	mudança/gestos
gestor	administrador/gerente
gestão	administração
giba	projeção
girar	virar-se/deslocar/mover/tornar-se/mexer/virar/virar
giro	rotação
gleba	região
glorificar	enaltecer/elogiar/louvar
glória	honra
gola	faixa
golpe	mudança
gordura	lipido/lipídio/lípido/lípidos/lípidos
gorjeio	ruído/som
gostar	considerar/achar/ver
gosto	sensação
gota	fragmento/pedaço
governador	alguém/indivíduo/alma/pessoa
governante	alguém/indivíduo/alma/pessoa
governar	reger
gozação	recreaçao/diversão
gradação	hierarquia/posto/classe/posição
grama	ervas/gramínea/gramíneas/erva
gramado	gleba/terreno/região
gramínea	erva
gramíneas	erva
grana	divisa/moeda/dinheiro
grandeza	atributo/propriedade
granja	laboratório/oficina/emprego/trabalho
grau	hierarquia/posto/classe/posição/atributo/situação/condição/estado/propriedade
greta	vão/fenda
gritar	proferir/verbalizar/conversar/falar/dizer
grudar	juntar/juntar/unir
grupo	colecção/colecção/colecção/colecção/coleção/coleção/coleção/coleção/aglomeração/aglomeração/aglomeração/aglomeração/acúmulo/acúmulo/acúmulo/acúmulo/abstração/aglomeração
guarda	protetor/aparato/designação/dispositivo/guardião/aparelho/defensor/equipamento/mecanismo/tarefa/instrumento/ferramenta
guarda-lama	barreira/obstáculo
guarda-roupas	alfaia/movéis/mobília/mobiliário/móvel
guardar	sentir/experimentar/reter/segurar/ter/manter/checar/conferir
guardarroupas	alfaia/movéis/mobília/mobiliário/móvel
guerra	combate/batalha
guerrear	brigar/disputar/lutar
guiar	governar/governar/reger/reger/deslocar/mover
guilda	associação/sociedade/união/organização/ordem
guinchar	ressoar/soar
guito	divisa/moeda/dinheiro
guloseima	alimentação/nutriente/nutrição/comida/alimento
guria	fêmea
gás	líqüido/fluido
género	categoria/família/classe/taxon/taxon/taxón/táxon/categoria/categoria/espécies/espécies/raça/raça/tipo/tipo/classe/classe
gênese	início/começo/princípio
habilidade	cognição/meta/noção/técnica/conhecimento/compreensão/talento/situação/capacidade/capacidade/capacidade/condição/estado/poder/poder/poder/qualidade/talento/talento/talento
habitante	alguém/indivíduo/alma/pessoa
habitar	existir/estar/ser
habitação	morada/alojamento/alojamento/aposento/moradia/prédio/acção/domicílio/feito/residência/edifício/abrigo/abrigo/ato/lar/ação/casa/casa/casa
habituar	modificar/alterar/mudar
habituar-se	modificar/alterar/mudar
hall	aposento/prédio/edifício/quarto/sala
