1940s	decênio/década
limpada	melhoramento/melhoria
limpador	trabalhador
limpeza	feição/peculiaridade/melhoramento/melhoria
limusina	auto/automóvel/viatura/carro/veículo
limusine	auto/automóvel/viatura/carro/veículo
linchagem	assassínio/assassinato/homicídio
linchamento	assassínio/assassinato/homicídio
lingote	bloco
linguado	beijo/ósculo
linguagem	mensagem/mensagem/comunicação/comunicação/discurso/idioma/língua/faculdade/talento
linguista	cientista
linguística	ciência
lingüista	cientista
lingüiça	vianda/carne
lingüística	ciência/ciência
linha	fio/lã/objeto/texto/array/artefato/formato/forma/corda/formação/fronteira/ordem
linhagem	parentesco/relação/agrupação/genealogia/conjunto/grupo
linho	têxteis/pano/tecido/fazenda/erva
lipograma	texto
lipoma	neoplasia/tumor/tumores
liquidação	promoção
lirăo	roedor
lista	listagem
listrão	banda
litchi	fruta
liteira	cama/cama/cama/leito/leito/leito/veículo
literacia	ordenação
literatura	profissão/documentos/documentos
litigante	parte
litoral	beira-mar/beira-mar/costa/costa/orla/costa/formação
litosfera	camada/estrato
lituano	europeu
liturgia	sacramento/sacramento/rito
lituânico	europeu
lituânio	europeu
litíase	rocha/pedra
livraria	boutique/loja/venda
livrarias	boutique/loja/venda
livre-docente	catedrático/professor
livreiro	dono/proprietário
livreto	livro
livro	colecção/coleção/aglomeração/publicação/publicação/edição/edição/acúmulo/bens/bens/seção/produto/produto/produção/produção/parte
livro-caixa	registro
livros	bens/produto/produção
lixiviação	atividade/ação
lixo	materiais/resíduo/resíduo
lição	significância/significação/significado/intenção
loa	aplauso/aprovação
loba	canídeo/cão
lobo	canídeo/cão
locador	dono/proprietário
local	locação/sítio/lugar/lugar/lugar/posição
locale	localidade/cena
localidade	território/ambiente/região/região/área
localização	laboratório/oficina/objeto/emprego/trabalho/conexão/relação
locação	objeto/gleba/habitação/terreno/região
lockout	oposição
locomoção	traslado/deslocamento/movimento
locução	idioma
lodo	matéria/substância
loess	solo/solo/terra/terra
loft	pavimento/piso/andar
logistica	abastecimento/provimento/fornecimento
logística	abastecimento/abastecimento/provimento/provimento/fornecimento/fornecimento
loira	alguém/indivíduo/alma/pessoa
loja	shopping/boutique/locação/sítio/venda/lugar/armazem/аrmazenagem/depósito
lombada	interferencia/atrapalhação/obstáculo
lombardo	europeu
lombo	anatomia/corte
lona	têxteis/pano/tecido/fazenda
longa-metragem	película/cinema/filme/produção
longitude	alcance/extensão
lonjura	distância/distância
lote	colecção/colecção/coleção/coleção/aglomeração/aglomeração/acúmulo/acúmulo/gleba/terreno/região
loteria	coincidência/acidente
loucura	psicopatia/psicopata
louro	alguém/indivíduo/alma/pessoa
lousa	artefato/chapa/chapa/placa/placa
louvado	especialista
louvor	aplauso/aprovação
louça	contentor/contêiner/recipiente/artigo
louças	louça
loxodrómia	fronteira
lua	objeto/mês
lua-de-mel	etapa/tempo/período
luar	luz
lucidez	sanidade
lucro	predominância/predominância/predominância/predominância/predominância/vantagem/vantagem/vantagem/vantagem/vantagem/benefício/benefício/benefício/benefício/benefício/custo
luffa	parreira/cipó/videira
lugar	locação/locação/locação/locação/localização/localização/localização/localização/objeto/ponto/ponto/ponto/ponto/gleba/item/local/local/local/terreno/atividade/ocupação/situação/função/região/papel/posição/posição/posição/posição
luminescência	luz/luz
lupanar	prédio/edifício
lusitano	europeu
luso	europeu
lustre	luminaria/luminária
lustro	etapa/tempo/período
luta	certame/concurso/peleja/peleja/pugna/pugna/competição/torneio/esforço/disputa/disputa/tentativa/combate/combate/combate/combate/partida/batalha/batalha/batalha/batalha/batalha/jogo/boxe/pugilismo/empenho/conflito/esforço/batalha
lutador	alguém/indivíduo/alma/pessoa
lutecio	metal/metais/metais
lutefisk	prato
luterano	adepto/discípulo/apóstolo/seguidor/aluno/estudante
luthier	artesão/artífice
luto	liga/vestuário/manifestação/atividade/ocupação/reflexão/roupa/tristeza/pesar
lutter	aparelho/instrumento/ferramenta
lutécio	metal/metais/metais
luxemburguês	europeu
luxo	abundancia/riqueza/poder
luxúria	concupiscência/cio/eros
luz	aparato/dispositivo/aparelho/iluminação/equipamento/lâmpada/lâmpada/mecanismo/instrumento/ferramenta
lágrima	pérola/gota/gota
lápide	monumento/monumento/monumentos/monumentos
lápis	figura
lárix	madeira
lástima	infortúnio/azar
lâmpada	alfaia/movéis/mobília/mobiliário/móvel/aparato/dispositivo/aparelho/equipamento/mecanismo/luz/instrumento/ferramenta
lâmpadas	alfaia/movéis/mobília/mobiliário/móvel/lâmpada/luz
lã	têxteis/pano/tecido/fazenda/corda
lémure	primata/primatas
lésbica	alguém/indivíduo/alma/pessoa
léxico	cognição/noção/conhecimento/compreensão
lêmingue	roedor/roedor
lêmure	primata/primatas
líder	alguém/indivíduo/alma/chefe/pessoa
lígula	fragmento/parte
língua	mensagem/mensagem/comunicação/comunicação/linguagem/discurso/idioma/órgão/faculdade/talento
lípidos	lipido/lipídio/lípido/gordura
líquen	fungo/fungos
líquenes	fungo/fungo/fungos/fungos
líquido	líqüido/fluido
líqüido	matéria/substância/fluído
lítio	metal/metal/metais/metais/metais/metais
lógica	sistema/sistema/qualidade
lógico	especialista
lúcifer	planeta
lúpulo	parreira/cipó/videira/pulo/salto
m	caracter/caractér/carácter/letra
maca	veículo
macacao	vestuário/roupa
macaco	implemento/instrumento/ferramenta/primata/primata/primatas/primatas
macaquice	alguém/indivíduo/alma/pessoa
macarrão	prato
macaréu	vaga/onda
macedônico	europeu
macedônio	europeu
macho	alguém/criatura/animal/besta/bicho/indivíduo/alma/pessoa/homem/ser/mamífero/varão/homem
maconha	arvoreta/arbusto/mato/moita/traqueófitos
macroalga	algas/alga
macrocefalia	anormalidade
macromolécula	molécula/molécula
madame	mulher
madeixa	cabelo
madressilva	arvoreta/arbusto/mato/moita
madrugada	hora/hora/início/começo/princípio
maestria	cargo/posto/posição
maestro	musico/músico/músico/gestão/administração
magician	intérprete
magistrado	funcionário/serventuário/jurista/juiz/adjudicator/juiz/árbitro
magistratura	cargo/cargo/posto/posto/posição/posição
magistério	cargo/posto/posição
magma	rocha/pedra
magnata	homemdenegócios/empresário/negociante/comerciante/governante/governador
magnesio	metal/metais/metais
magnesita	minérios/mineral
magnete	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
magnitude	taxa/grandeza/grandeza/grandeza/razão/importância/importância/proporção/número/número/número/atributo/preços/preço/propriedade/qualidade
magnésio	metal/metais/metais
magnêsio	metal/metais/metais
mainel	banda
maioria	número/idade
maioridade	número
maitake	fungo/fungos
maiúscula	grafema/letra
mal-entendido	conceito/idéia/pensamento/opinião
mala	caixa
malabarista	intérprete
malaquita	minérios/mineral
maldade	imoralidade/transgressão/ódio/aversão/qualidade
malformação	desastre
malha	têxteis/pano/tecido/fazenda/vestuário/roupa
malharia	bordado
malignidade	doenças/doenças/doença/doença
malta	reunião
malte	farinhas/cereal
maltrato	costume/hábito
maltês	europeu
maluco	geek/excêntrico
malva	arvoreta/arbusto/mato/moita
mama	genitália/genitália
mamadeira	vasilhame/vasilha/vaso
mamangaba	abelha/abelha/vespa/vespa
mambembe	actor/ator/artista/intérprete
mambo	dança/baile
mamilo	genitália/genitália
mamoa	corcova/monte
mamoeiro	fruta
mamona	arvoreta/arbusto/mato/moita
mamã	progenitora/mãe
mamãe	progenitora/mãe
mamão	fruta
mamífero	vertebrado
manancial	procedência/raiz/nascente/fonte
mancha	equívoco/simbolo/símbolos/aceno/emblema/engano/símbolo/falha/sinal/erro
manchete	encabeçamento
manda-chuva	alguém/indivíduo/alma/pessoa
mandachuva	personagem
mandala	ornamento
mandamento	comando/ordem
mandarim	funcionário/serventuário
mandato	delegação
mandatário	autoridade
mandioca	raíz/raiz
mandragora	raíz/raiz
mandril	árvore
mandrágora	raíz/raiz/erva
mandíbula	osso/traço
maneira	feição/peculiaridade/efetuação/implementação/atributo/conduta/procedimento/comportamento/execução/propriedade/realização/estilo/estilo
manejo	contato/toque
manequim	criado/ajudante/assistente/servidor
manga	fruta
manganes	metal/metais/metais
manganés	metal/metais/metais
manganésio	metal/metais/metais
manganês	metal/metais/metais
mangostão	fruta
mangual	implemento/instrumento/ferramenta
mangue-branco	árvore
mangueira	canais/pipeline/cachimbo/cano/condutas/conduto/tubo/ducto/duto/canal
manhã	etapa/tempo/período/início/começo/princípio
manicuro	assintência/assintência/cuidado/cuidado
manifestação	demo/agouro/indício/presságio/demonstração/indicação/protesto/sinal/reunião
manifesto	asserção/declaração
manipulador	causador/causa
manipulação	contato/toque/efeito
maniqueismo	religião/fé
maniqueísmo	religião/fé
maniqueísta	adepto/discípulo/apóstolo/seguidor/aluno/estudante
manjedoura	contentor/contêiner/recipiente
manjericão	erva
manjerona	erva
manobra	operação/traslado/deslocamento/atividade/ocupação/passo/movimento/movimento/programa
mansarda	pavimento/piso/andar
mansão	vivenda/habitação/casa
manteiga	lacticínio/laticínio
manto	camada/estrato/sobretudo
manufatura	industria/fábrica/usina/empresa/negócio/planta/comércio
manufatureira	empresa
manuscrito	documentos
manutenção	conserto/reparo/reparação
maná	nutriente/nutriente/comida/comida/alimento/alimento
maometano	seguidor
maoísta	proponente/defensor/advogado/representante
mapa	afiguração/representação/imagem/figura/ilustração/desenho
mapeamento	procedimento/processo
maquiagem	cosmético
maquiaveliano	seguidor
maquilagem	cosmético
maquinaria	máquina/aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
maquinista	manipulador/operador
maquinário	maquinaria/máquina/sistema/organização
mar	água
mara	roedor
maracujá	fruta
maracutaia	manobra
maratona	projeto/tarefa
maravilha	ocorrente/ocorrente/ocorrência/ocorrência/espanto/acontecimento/acontecimento/admiração/surpresa
marca	simbolo/simbolo/símbolos/símbolos/aceno/aceno/agouro/emblema/emblema/indício/presságio/indicação/símbolo/símbolo/sinal/sinal/sinal/marcadores/marcadores/marcadores/selo/selo/selo
marcador	número
marcadores	simbolo/símbolos/aceno/emblema/símbolo/sinal
marcas	marcadores/marca/selo
marcenaria	ofício/arte/profissão
marcha	treinamento/treino/mecanismo/preparação/avanço/caminhada/progressão
maremoto	vaga/onda
maresia	vento
marga	solo/terra
margem	declive/declives/subida/encosta/costa/ladeira/fronteiras/aba/borda/borda/borda/fronteira/fronteira/fronteira/fronteira/limite/limite/limite/limite
maria-rapaz	senhorita/garota/moça/rapariga/mulher
marido	cónjuge/consorte/cônjuge/esposa/esposo/parente/companheiro
marina	local/lugar/posição
marinada	condimento
marinheiro	militar
marketing	comercialismo/comercialismo/mercantilismo/mercantilismo/comércio/comércio
marmelo	fruta
marmota	roedor
marquesa	esposa/mulher
marshmallow	bala/caramelo
martírio	dor/falecimento/angústia/morte/dor/cefaleia/aflição/dor
marzipã	bala/caramelo
mascador	consumidor
mascote	organismo/organismo/ser/ser
mascotes	organismo/ser
masculinidade	feição/peculiaridade/sexualidade/gênero/sexo
masdaísmo	religião/fé
masmorra	aposento/quarto/sala
massa	colecção/turba/coleção/aglomeração/acúmulo/montão/prato/multidão/agrupação/divisa/conjunto/moeda/dinheiro/corpo/reunião/grupo
massacre	assassínio/assassínio/assassinato/assassinato/homicídio/homicídio
massagem	tratamento/tratamento
mastaba	tumba/túmulo/sepultura
mastite	inflamação
mastoidite	inflamação
mata	flora/vegetação/chão/relevo/solo/terra/bosque/floresta
mata-borrão	papel
matacão	rocha/pedra
matador	alguém/indivíduo/alma/pessoa
matadouro	prédio/edifício
matar	assassinato/homicídio/morte
matarruano	alguém/indivíduo/alma/pessoa
matematica	ciência
matemática	ciência
matemático	cientista
materiais	informação/substância
material	equipamento/informação/ferramenta
maternidade	parentesco/relação
matiz	significância/significação/significado/intenção/tintura/tez/cor/tom
mato	região
matreiro	canídeo/cão
matriarca	mulher
matricula	ingresso/comunidade/entrada/grupo
matriz	escritório/informação/array/ordem
matrizes	array/ordem
matronímico	antenome/prenome/nome
matrícula	ingresso/entrada
maturidade	atributo/situação/época/condição/estado/propriedade/período
matusalem	homem/idoso/velho
matéria	informação/mensagem/tópico/assunto/conteúdo
matéria-prima	materiais
mau-olhado	olhada/olhar
maçaneta	taramela/trinco/alça/cabo
maçonaria	companherismo
maçã	fruta
mação	artesão/artífice
meandro	curva/arco
meca	região/área
mecanica	desempenho/performance/execução/realização
mecanismo	desempenho/performance/execução/realização/aparato/apetrecho/dispositivo/aparelho/equipamento/equipamento/instrumento/instrumento/ferramenta
mecha	corda
mecânica	física/física
mecânico	artesão/artífice
medalhão	divisa/peça/moeda/porção/prata
mediador	negociador/artista
mediadora	intercessor/mediador/intermediário
mediação	estado-maior/tramitação/negociação/conversa/pessoal
medicamento	entorpecente/droga/remédio/remédio
medida	grandeza/grandeza/magnitude/magnitude/número/número/abstração/atividade/manobra/ocupação
medição	atividade/ocupação
medo	abalo/comoção/consternação/consternação/consternação/consternação/emoção/sentimento/temor/temor/temor/temor/terror/terror/terror/terror/ânsia/ansiedade/preocupação
medricas	alguém/indivíduo/alma/pessoa
medronheiro	arvoreta/arbusto/mato/moita
medronho	arvoreta/arbusto/mato/moita
medusa	celenterados/celenterados
megalomania	psicopatia/psicopata
meia-haste	local/lugar/posição
meia-noite	hora
meia-vida	etapa/tempo/período
meio	nutriente/comida/interior/alimento/substância/efetuação/implementação/instante/ambiente/situação/componente/condição/estado/região/execução/momento/realização
meio-campo	jazida
meio-dia	hora
meio-fio	aresta
meio-termo	colaboração/cooperação/instante/momento
meios	fundos/capital
meirinho	funcionário/serventuário
mel	adoçante
melamina	álcali/base
melancolia	tristeza/pesar
melasma	sintoma
melatonina	hormona/hormônio/hormônios
meleca	marcador
melhora	proeza/feito/façanha/realização
melhoramento	melhora/melhoria/melhoria/melhoria
melhoria	componente/parte/transmutação/transformação/melhoramento/mudança
melodia	música/texto
meloeiro	fruta
melão	fruta
mem	aculturação/cultura
membrana	chapa/lousa/placa
membro	associado
meme	aculturação/cultura
memento	livro
memória	hardware/conceitualização/faculdade/representação/talento
mendeliano	seguidor
menestrel	intérprete
menina	mulher/amado/fêmea/senhorita/senhorita/amante/garota/garota/moça/moça/rapariga/rapariga/mulher/mulher
meninges	membrana/membrana
meningioma	neoplasia/tumor/tumores
meningite	sintoma
menininha	fêmea
menino	alguém/descendência/indivíduo/garoto/moço/alma/criança/descendente/filho/filho/rapaz/pessoa/juvenil/menor/jovem/rapaz/varão/varão/varão/macho/macho/macho/homem/homem/homem
meninota	fêmea
menor	alguém/indivíduo/alma/pessoa/interesse/caso
menoridade	número
menorragia	sintoma
mensageiro	turista/viajante
mensagem	comunicação/comunicação/abstração
mensuração	atividade/ocupação
menta	erva
mentalidade	atitude
mente	cognição/noção/conhecimento/compreensão/intelecto/intelectual
mentira	adulteração/afirmação/falsificação/declaração
mento	traço
mentor	intelecto/intelectual
menu	listagem/lista
mercado	shopping/estrato/classe/indústria/atividade/ocupação
mercadologia	comercialismo/mercantilismo/comércio
mercador	empresário
mercadoria	produto/artigo/artefato/bens/fazenda/produto/artigo/artigo/artigo/bem
mercantilismo	transação
mercearia	chácara/granja/quinta/sítio/fazenda
mercenário	assalariado/empregado/operário
mercúrio	metal/metal/temperatura/metais/metais/metais/metais/temperatura/calor
merda	lixo/resíduo
merecimento	importância/valor
merenda	repasto/repasto/refeição/refeição
meretriz	mulher
meritocracia	ideologia
merostomata	artropode/artrópode/artrópodes
merônimo	verbo/vocábulo/termo/palavra
mesa	alfaia/alfaia/movéis/movéis/mobília/mobília/mobiliário/mobiliário/móvel/móvel
mesada	cache/numerário/dinheiro/atribuição
mesmerismo	efeito
mesosfera	camada/estrato
mesquita	casadeoração/casadeoração/igreja/igreja/templo/templo
mesquitas	casadeoração/igreja/templo
mesquite	arvoreta/arbusto/mato/moita
messalina	mulher
mestiço	alguém/indivíduo/alma/pessoa/organismo/ser
mestre	empregador/artista/autoridade/educacionista/pedagogo/educador
mestria	cargo/posto/posição
mesura	gesto/gestos/gesto
meta	capacidade/poder/habilidade/talento
meta-linguagem	linguagem/discurso/idioma/língua
metacarpal	osso
metacarpiano	osso
metacarpo	esqueleto
metacárpico	osso
metadados	dados/dados/informação/informação
metadata	dados/informação
metade	componente
metadona	narcótico
metalinguagem	linguagem/discurso/idioma/língua
metalurgia	ciência/ciência
metanal	gás
metano	alcano/parafina/gás
metanol	carburante/combustível
metatarso	esqueleto
metecos	estrangeira/estrangeiro
metempsicose	fenómeno/fenômeno
meteorito	meteoroide/meteoróide/meteoróide/meteoro
meteoro	luz
metileno	radical
metodo	habilidade
metodologia	metodo/metodo/método/método/método/método/métodos/métodos/técnica/técnica
metodologias	metodo/método/método/métodos/técnica
metodólogia	metodo/método/método/métodos/técnica
metralha	munição
metro	aparelho/instrumento/ferramenta
metrologia	ciência/ciência
metrópole	municipalidade/municipalidade/município/município
metrópoles	municipalidade/município
mezuzá	seção/parte
mezzanino	edifício/tecido/estrutura
mi	caracter/caractér/carácter/letra
mialgia	cefaleia/cefaleia/dor/dor
mica	minérios/mineral
micela	partículas/partícula
micetes	fungo/fungos
microbiologia	biologia/biologia
microcefalia	anormalidade
microgravidade	peso
micronutriente	nutriente/comida/alimento
microorganismo	organismo/ser
microrganismo	organismo/ser
microscopia	pesquisa/pesquisa
microscopista	cientista
micróbio	microorganismo/microrganismo
micélio	fragmento/parte
mielina	lípidos/gordura
mielite	inflamação
migração	traslado/deslocamento/movimento
mihrab	nicho
miite	inflamação
milagre	ocorrente/ocorrente/ocorrência/ocorrência/acontecimento/acontecimento/acontecimento/evento/fato
milhete	farinhas/cereal
milho	farinhas/cereal
milionésimo	hierarquia/posto/classe/posição
milkshake	drinque/bebida
milénio	etapa/tempo/período
milésima	hierarquia/posto/classe/posição
milésimo	hierarquia/posto/classe/posição
milênio	doutrina/etapa/filosofia/tempo/período
mimosa	arvoreta/arbusto/mato/moita
mina	senhorita/garota/moça/rapariga/mulher
minador	insectos/insetos/hemípteros/insecto/inseto
minarete	torres/roque/torre
mineral	materiais
mineralogista	cientista
mineração	produção/produção
minestrone	sopa
mingau	prato
mini	saia
mini-saia	saia
miniatura	cópia/reprodução
minimização	redução/diminuição
minissaia	saia
ministro	executivo
ministério	prédio/edifício
minoria	número
minorias	número
minuendo	número
minuto	distância/distância/era/época/momento/tempo/período
minério	minérios/mineral
minérios	materiais
minúcia	objeto
minúncia	detalhe
minúscula	grafema/letra
miosite	inflamação/inflamação
miosótis	erva
mirada	olhada/orientação/olhar
mirante	região/área
mirmecofilia	organismo/ser
mirtilo	arvoreta/arvoreta/arbusto/arbusto/mato/mato/moita/moita
miscelanea	colecção/coleção/aglomeração/acúmulo
miscelânea	encepamento/miscelanea/potpourri/mistura
misericórdia	socorro/ajuda/assistência
misoginia	ódio/ódio/aversão/aversão
misoneísmo	ódio/aversão
miss	título
missal	livro
missiva	texto/documento
missão	manobra/operação/organização/designação/tarefa/tarefa/trabalho
misticismo	religião/fé/ideia/ideia
mistura	colecção/coleção/aglomeração/acúmulo/substância/encepamento/miscelanea/potpourri/composição/composição/combinação/combinação
mistureba	encepamento/miscelanea/potpourri/mistura
miséria	pobreza/empobrecimento/pagamento/pobreza/recompensa
mitigação	redução/diminuição
mitologia	colecção/colecção/coleção/coleção/aglomeração/aglomeração/acúmulo/acúmulo
mitra	chapéu/chapéu/superfície
mitras	superfície
mitzvá	acção/feito/ato/ação
mizantropeco	ódio/aversão
miçanga	joalharia/joalheria/jóia
mobilidade	qualidade
mobilização	assembléia/reunião
mobiliário	jogo/grupo/apetrecho/mobília/equipamento/móvel/instrumento
mobília	apetrecho/mobiliário/equipamento/móvel/instrumento
mochila	sacola/saco/bolsa
mocinha	fêmea
moda	rumo/tendências/tendências/direcção/direção/curso/estilo/estilo
modalidade	feição/peculiaridade
modelagem	representação
modelação	representação
modelo	criado/criado/líder/ajudante/ajudante/assistente/assistente/chefe/servidor/servidor/esquema/afiguração/representação/imagem/figura/ilustração/desenho
moderador	intercessor/mediador/intermediário/presidente
moderação	redução/grau/diminuição
modernidade	elegância
modernismo	costume/costume/hábito/hábito
modernização	melhoramento/melhoria
modificação	cópia/reprodução/ocorrente/ocorrência/acontecimento/mudança
modista	fazedor
modo	efetuação/implementação/conduta/procedimento/comportamento/maneira/execução/realização
modulação	transmissão
moeda	cobre/cobre/divisa/divisa/divisa/peça/prata/dinheiro/dinheiro
mofo	solo/terra/fungo/fungos
mogno	árvore/madeira
mohair	têxteis/pano/tecido/fazenda
moinho	maquinaria/maquinário/máquina
moinhos	maquinaria/maquinário/máquina
moita	flora/vegetação
molar	dentes/dente
molde	sobremesa/doce/prato/contentor/contêiner/recipiente
moldura	infra/estrutura
moleira	orifício
moleiro	artesão/artífice
moleque	criança/jovem/menino
moleza	feito/conquista/façanha/projeto/tarefa/realização
molhe	barreira/obstáculo
molho	embalagem/condimento/recipiente/pacote
molibdenio	metal/metais/metais
molibdénio	metal/metal/metais/metais/metais/metais
molibdênio	metal/metais/metais
moloch	poder/força
molusco	filo/filo/invertebrados/invertebrado
moluscos	filo/filo/filo/filo/invertebrados/invertebrado
molécula	unidade
momento	actualidade/etapa/etapa/hoje/presente/tempo/tempo/período/período/instante/era/época/experiência/força/tempo/período
monagasco	europeu
monarca	governante/governador
monazita	minérios/mineral
monismo	doutrina/filosofia
monitor	orientador/supervisor/protetor/guardião/defensor/guarda
mono	primata/primatas
monofonia	música
monogamia	conúbio/conúbio/matrimónio/matrimónio/matrimônio/matrimônio/casal/casal/casamento/casamento
monograma	simbolo/símbolos/aceno/emblema/símbolo/sinal
monoplano	aeroplano/avião
monopsônio	mercado
monopólio	ascendencia/dominancia/superioridade/controle/domínio/mercado
monovolume	auto/automóvel/viatura/carro/veículo
monstro	mutante/anomalia/mutantes/mutação/personagem
montagem	infra/estrutura
montanha	elevação/elevação
montanhas	elevação/elevação
montanhismo	esporte/escalada
montante	soma/quantidade/número
monte	colecção/coleção/aglomeração/edifício/tecido/acúmulo/estrutura/elevação/elevação
montra	fenestra/janela
monturo	locação/sítio/lugar
montão	colecção/coleção/cúmulo/aglomeração/monte/acúmulo/acúmulo/pilha/grupo/reunião
montículo	projeção
monumento	locação/edifício/sítio/tecido/estrutura/lugar
monumentos	locação/edifício/sítio/tecido/estrutura/lugar
monção	vento/vento/chuva
monólogo	idioma/idioma/idioma
monóxido	óxido
moonwalk	passo
morada	alojamento/abrigo/casa
moradia	alojamento/alojamento/abrigo/abrigo/casa/casa
morador	alguém/habitante/indivíduo/alma/pessoa
morais	motivação/necessidade/motivo/intenção
moral	significância/motivação/significação/necessidade/motivo/significado/intenção/intenção/qualidade
moralidade	motivação/necessidade/motivo/intenção/qualidade
morango	erva
morangueiro	erva
morcego	mamífero
mordaça	restrição/restrição/limitação/limitação
mordida	vitória
mordomo	servidor
morena	alguém/indivíduo/alma/pessoa/solo
morfina	analgésicos/analgésico
morfogénese	ontogenia/ontogénese/crescimento
morfogênese	ontogenia/ontogénese/crescimento
morfologia	biologia/biologia
moroso	alguém/indivíduo/alma/pessoa
morro	elevação
morte	alguém/falecimento/falecimento/alteração/indivíduo/modificação/variação/alma/pessoa/mudança/termino/assassinato/terminação/homicídio/situação/situação/conclusão/condição/condição/estado/estado
morteiro	vasilhame/vasilha/vaso
morto	população/gente/pessoal/povo
mosaico	belas-artes/arte
mosaicos	forma/padrão/fitopatologia
moshav	aldeia/aldeia/povoado/povoado/vila/vila
mossa	consequência/conseqüência/efeito/resultado/fim
mostarda	condimento
mostarda-persa	erva
mostra	instância/exemplo/representante
mostrador	contentor/contêiner/recipiente
mostruário	contentor/contêiner/recipiente
mota	moto/motocicleta/moto/motocicleta
mote	locução/provérbio/ditado/expressão/idioma
motim	insurreição/revolta/rebelião
motinada	insurreição/revolta/rebelião
motivação	acção/feito/ato/ação
motivo	conceito/idéia/ornamento/pensamento/opinião
moto	mota/motocicleta
moto-contínuo	movimento
motocicleta	moto/mota/moto/mota
motociclista	turista/turista/viajante/viajante
motocross	moto/mota/motocicleta
motoqueiro	turista/viajante
motor	causador/maquinaria/motores/máquina/máquina/causa/motores
motores	maquinaria/máquina/motor
motorista	manipulador/manipulador/operador/operador
mouse	roedor
moussaka	prato
mousse	sobremesa/doce
movimento	ocorrente/ocorrência/traslado/deslocamento/acontecimento/decisão/situação/condição/estado/resolução/mudança/mudança
movéis	mobília/mobiliário/móvel
mozarela	queijo
mozart	música
moça	mulher/mulher/fêmea/senhorita/senhorita/senhorita/juvenil/menor/jovem/garota/garota/garota/rapariga/rapariga/rapariga/mulher/mulher/mulher
moço	garoto/rapaz/menino/juvenil/menor/jovem/varão/varão/macho/macho/homem/homem
moção	proposta
mu	equino/equídeo/ungulados
mucambo	asilo/refúgio
muco	secreção
mucosa	membrana/membrana
mudança	alteração/alteração/alteração/alteração/consequência/conseqüência/modificação/modificação/modificação/modificação/variação/variação/variação/variação/efeito/resultado/fim/ocorrente/ocorrência/transmutação/acção/acontecimento/transformação/atividade/ato/ação/conexão/relação
mudra	gesto/sinal
muenster	queijo
mujahidin	exército
mula	equino/equino/equídeo/equídeo/ungulados/ungulados
mulher	cónjuge/consorte/cônjuge/esposa/esposo/marido/companheiro/estrato/classe/amado/fêmea/fêmea/senhorita/amante/garota/moça/rapariga
mulherengo	homem
mulherio	estrato/classe
mulo	equino/equídeo/ungulados
multa	pagamento/recompensa
multiculturalismo	doutrina/filosofia
multidão	colecção/turba/turba/turba/turba/coleção/aglomeração/acúmulo/montão/montão/montão/montão/reunião/reunião
multiestágio	etapa/tempo/período
multimedia	transmissão
multimédia	transmissão
multiplicador	número
multiplicação	incremento/acréscimo/crescimento/aumento
multiplicidade	grandeza/magnitude/número
mundo	humano/população/gente/pessoal/povo/agrupação/tomo/secção/conjunto/porção/experiência/pedaço/grupo/parte
municipalidade	reunião
município	reunião
munição	apetrecho/armamento/equipamento/arma/instrumento
muralha	divisória/paredes/parede
muralismo	pintura
murganho	mus/camundongo/mouse/ratazana/rato
murmúrio	ruído
muro	estacada/paliçada/cerca/barreira/divisória/paredes/parede
murro	porrada/golpe
mus	roedor
musculatura	sistema
musico	artista
musse	sobremesa/doce
musselina	têxteis/têxteis/pano/pano/tecido/tecido/fazenda/fazenda
mustelídeos	carnívoro
musth	estágio/fase/período
mutabilidade	qualidade
mutante	organismo/ser
mutantes	criatura/animal/besta/bicho/ser/organismo/ser
mutação	alteração/alteração/alteração/modificação/modificação/modificação/variação/variação/variação/mudança/mudança/mudança/organismo/ser
mycetozoa	fungo/fungos
mácula	equívoco/engano/falha/erro
máfia	camarilha
mágoa	tristeza/tristeza/pesar/pesar
máquina	alguém/maquinaria/indivíduo/alma/pessoa/aparato/dispositivo/motores/aparelho/equipamento/mecanismo/motor/instrumento/ferramenta
mármore	rocha/pedra
máscara	cobertura/proteção/capa/capa
máxima	locução/provérbio/ditado/expressão/idioma
máximo	limitação/fronteira/limite/limite
mâmoa	corcova/monte
mãe	progenitora/genitor/progenitor/pai/genitor
mãezinha	progenitora/mãe
mão	colecção/auxílio/coleção/socorro/aglomeração/ajuda/acúmulo/assistência
mão-de-obra	tarefa/trabalho
mãos-mortas	influência/força
médico	profissional
médico-cientista	cientista
médico-residente	dr./doutor/médico
ménades	mulher
mérito	importância/valor
método	habilidade/habilidade
métodos	metodo/método/método/técnica/habilidade
métrica	função
mênades	mulher
mês	etapa/tempo/período
mídia	apetrecho/equipamento/instrumento
míldio	fungo/fungos
mímica	actor/ator/artista/linguagem/discurso/intérprete/idioma/língua/atuação/imitação/representação/personificação/interpretação
mímico	actor/ator/artista/intérprete
mínimo	interesse/caso/fragmento/pedaço
míssil	armamento/armamento/arma/arma
módulo	componente/parte
móvel	apetrecho/mobília/mobiliário/equipamento/instrumento
múmia	defunto/cadáver/morto/corpo
múmias	defunto/cadáver/morto/corpo
músculo	força
música	som/som/atividade/ocupação
músico	artista/artista/intérprete
n	caracter/caractér/carácter/letra
naan	pão
